# rho_c radius mass mb
2.353573882245734062e+14 2.871021716278545455e+01 1.223810711707553206e-01 1.227066642384734702e-01
2.512437014095033750e+14 2.447456601273104582e+01 1.321653917689172286e-01 1.327043955986646762e-01
2.682023197747103750e+14 2.134439979688988132e+01 1.439744392205093149e-01 1.447864379011065683e-01
2.863056225051105625e+14 1.899210163746300850e+01 1.581020834460530045e-01 1.592651087735268978e-01
3.056308742851081250e+14 1.720050697665996609e+01 1.748933952592567342e-01 1.765102975008767117e-01
3.262605550633648125e+14 1.582498748432715274e+01 1.946975104124990530e-01 1.969028100910723000e-01
3.482827120762566875e+14 1.476159811824479284e+01 2.179317288354513382e-01 2.209021626627444834e-01
3.717913356324493750e+14 1.393812214480197831e+01 2.449874234078282254e-01 2.489524454740094650e-01
3.968867602624369375e+14 1.329978111826427245e+01 2.763216357598456407e-01 2.815801478942913105e-01
4.236760929451446250e+14 1.280678086420097017e+01 3.123462762320829422e-01 3.192822146028485020e-01
4.522736702392629375e+14 1.242947063182510270e+01 3.532765043313803588e-01 3.623686869598352067e-01
4.828015462703435000e+14 1.213714242186223657e+01 4.005844423571441881e-01 4.125163291568784696e-01
5.153900136563795625e+14 1.191559564849695008e+01 4.548336232922782774e-01 4.704869915695644167e-01
5.501781595951765625e+14 1.175097768841657597e+01 5.172630991715692073e-01 5.378217797280840928e-01
5.873144594868863750e+14 1.163465109372388184e+01 5.880002018418484244e-01 6.149377871980580279e-01
6.269574106252793750e+14 1.155660302629121894e+01 6.677215339844847497e-01 7.029142149850542420e-01
6.692762086623405000e+14 1.150842213262457925e+01 7.564031732468373681e-01 8.021311189685731424e-01
7.144514697333347500e+14 1.148219771274080792e+01 8.534334381002947056e-01 9.123833648210217806e-01
7.626760013243606250e+14 1.147019541031488465e+01 9.572201794325214674e-01 1.032345941145272894e+00
8.141556251724460000e+14 1.146514052935338057e+01 1.066749980877386816e+00 1.161326878418750264e+00
8.691100557103163750e+14 1.146102216873318547e+01 1.180015619707185159e+00 1.297431435325182569e+00
9.277738378050246250e+14 1.145276573766277117e+01 1.294281028197003414e+00 1.437727408133246731e+00
9.903973477927010000e+14 1.143649361844371448e+01 1.407269840323607912e+00 1.579633086033641387e+00
1.057247862081829875e+15 1.140958324492413034e+01 1.516674992343150397e+00 1.720304329672596833e+00
1.128610697885834250e+15 1.137036779975439060e+01 1.620818938330204517e+00 1.857474933557218044e+00
1.204790430953609500e+15 1.131830882674099925e+01 1.717903323277774064e+00 1.988511384097053858e+00
1.286112195495256500e+15 1.125406979446014333e+01 1.806030667858221195e+00 2.110394229490761830e+00
1.372923071851090250e+15 1.117796694819565673e+01 1.885192659851028685e+00 2.222549271204181220e+00
1.465593567826475750e+15 1.109155936731754721e+01 1.954654903914154751e+00 2.323312274608164252e+00
1.564519200014806250e+15 1.099627335415945950e+01 2.014469971862153486e+00 2.412089965374816902e+00
1.670122181857703500e+15 1.089432671147644527e+01 2.064699772038030456e+00 2.488291813432563337e+00
1.782853225647047250e+15 1.078553068937873149e+01 2.106580726906522649e+00 2.553166871330529997e+00
1.903193466159770750e+15 1.067515632135458326e+01 2.139540784343433977e+00 2.605249478906896510e+00
2.031656514135461250e+15 1.055951451582727962e+01 2.165766835776277599e+00 2.647461766849316778e+00
2.168790648360991750e+15 1.044487656142369403e+01 2.184918596811270763e+00 2.678843094255154877e+00
2.315181155717975500e+15 1.032874182464326118e+01 2.198421292106645275e+00 2.701337830842562848e+00
2.471452829180333000e+15 1.021311208165079343e+01 2.206827148984522147e+00 2.715585293962633262e+00
2.638272634423399000e+15 1.009833856037410094e+01 2.210821226077594126e+00 2.722506555154101893e+00
2.816352556425628000e+15 9.986652151342044093e+00 2.211029583073121252e+00 2.722994103424702494e+00
3.006452638212159000e+15 9.877583632669233893e+00 2.208074155687825613e+00 2.717986118682170993e+00
3.209384224709559000e+15 9.771156834949403347e+00 2.202448126302095854e+00 2.708247277990893931e+00
3.426013425556487500e+15 9.666375105919787103e+00 2.194474415357237085e+00 2.694283100690326282e+00
3.657264811649505500e+15 9.566236621564154774e+00 2.184763613829869833e+00 2.677131400245122084e+00
3.904125361200853000e+15 9.469136429728507665e+00 2.173510214290845788e+00 2.657116840080364639e+00
4.167648672149920000e+15 9.375129466578258075e+00 2.160976967529502524e+00 2.634698350737365580e+00
4.448959458906935000e+15 9.285392115187892870e+00 2.147577162680236906e+00 2.610618077617401500e+00
4.749258352620919000e+15 9.198485615324107911e+00 2.133306354922835268e+00 2.584876369176708266e+00
5.069827025459391000e+15 9.115530271340501756e+00 2.118532079463393725e+00 2.558147597174895704e+00
5.412033660770194000e+15 9.036242705959839583e+00 2.103373725063114819e+00 2.530660372417121717e+00
5.777338792472032000e+15 8.959924143119812001e+00 2.087830970033114575e+00 2.502428149878153985e+00
