# rho_c radius mass mb
1.628275304083516875e+14 3.272122441191962849e+01 1.218832084247494923e-01 1.217647821552691190e-01
1.767836603091479688e+14 2.223887064701859018e+01 1.562946877749236962e-01 1.566452108645685348e-01
1.919359857262640625e+14 1.860205026718546151e+01 1.942411651999862710e-01 1.953320621264428847e-01
2.083870339164276562e+14 1.683510516263095269e+01 2.353709864931702034e-01 2.375044564613933984e-01
2.262481198623097500e+14 1.581535970898590371e+01 2.807825901050625683e-01 2.843404615655606427e-01
2.456400994783524062e+14 1.515675039091014220e+01 3.334401356420403917e-01 3.389949167537544272e-01
2.666941873747107500e+14 1.471289297073820457e+01 3.966968958720746841e-01 4.051292154202628670e-01
2.895528447126584375e+14 1.443759215497565584e+01 4.670096051399486581e-01 4.792517885177155490e-01
3.143707431590729375e+14 1.426827535113196532e+01 5.446425163419146287e-01 5.618483569337702210e-01
3.413158114625399375e+14 1.416581882970885431e+01 6.312670460662748173e-01 6.549591762649006332e-01
3.705703717326658750e+14 1.410749281662771537e+01 7.287588913727076623e-01 7.609573624738489306e-01
4.023323731111636875e+14 1.408019158145551053e+01 8.355818172064312099e-01 8.786105092843344844e-01
4.368167311822668125e+14 1.406978615960494494e+01 9.453835372737643405e-01 1.001248242255726506e+00
4.742567821855105625e+14 1.406047759257293173e+01 1.048722249495422032e+00 1.118298419446275060e+00
5.149058618707180000e+14 1.404388552616879693e+01 1.143753098393767154e+00 1.227394907539505420e+00
5.590390196784140000e+14 1.401557275160331173e+01 1.226118156943099669e+00 1.323137733357616641e+00
6.069548798445617500e+14 1.397540377933740352e+01 1.292191659841887441e+00 1.400787254705280871e+00
6.589776620226693750e+14 1.391192891892897698e+01 1.359438502970612639e+00 1.480642068550577894e+00
7.154593750956797500e+14 1.382629742604889778e+01 1.425041369576146577e+00 1.559411500715737864e+00
7.767821990219318750e+14 1.372867834475520610e+01 1.482988698979205822e+00 1.629752871363251421e+00
8.433610708318075000e+14 1.362032335069563338e+01 1.533876236678474836e+00 1.692165877775040350e+00
9.156464922730435000e+14 1.350285499402866840e+01 1.578000140104586890e+00 1.746811079592260008e+00
9.941275781024677500e+14 1.337122106214414252e+01 1.617655114261960181e+00 1.796385654555381794e+00
1.079335365650232375e+15 1.322563372621805833e+01 1.653095601811207960e+00 1.841103857473932681e+00
1.171846408050501250e+15 1.306687599784042142e+01 1.684499787448886954e+00 1.881094925372924553e+00
1.272286675451961750e+15 1.289604580241895349e+01 1.712001138425878644e+00 1.916438353470120148e+00
1.381335790605458250e+15 1.271486022599186860e+01 1.735743198329863679e+00 1.947229304289064045e+00
1.499731627488580750e+15 1.254161704114668829e+01 1.753963940449715153e+00 1.971062808868049743e+00
1.628275304083516750e+15 1.236916283670964134e+01 1.767822736876895728e+00 1.989330710910647504e+00
1.767836603091479000e+15 1.219475736471065730e+01 1.777800830461232495e+00 2.002575097078794997e+00
1.919359857262640500e+15 1.203556794633755622e+01 1.783540611302633749e+00 2.010236048677992660e+00
2.083870339164275500e+15 1.189729779182505354e+01 1.785539854178326724e+00 2.012904681500201409e+00
2.262481198623097000e+15 1.176142245547723775e+01 1.784528431433562323e+00 2.011511945402757906e+00
2.456400994783524500e+15 1.162600599180581185e+01 1.780655893033523895e+00 2.006225368375146978e+00
2.666941873747107500e+15 1.149026703078502010e+01 1.774114919213221064e+00 1.997280358496223984e+00
2.895528447126585000e+15 1.135759999616431415e+01 1.765248642213602448e+00 1.985127632721945590e+00
3.143707431590729500e+15 1.122419300497307937e+01 1.754240384817781884e+00 1.970006198686516274e+00
3.413158114625400000e+15 1.109153334800977042e+01 1.741358390908265275e+00 1.952282467253251719e+00
3.705703717326659000e+15 1.095986829234914417e+01 1.726811580103930321e+00 1.932246113114854058e+00
4.023323731111637000e+15 1.082940963882019325e+01 1.710800457450660117e+00 1.910179871347582381e+00
4.368167311822666500e+15 1.070038289274311794e+01 1.693513307494959319e+00 1.886352231236950061e+00
4.742567821855106000e+15 1.057307611165985328e+01 1.675126474221853901e+00 1.861016184715065025e+00
5.149058618707181000e+15 1.044763179007780174e+01 1.655801883459613544e+00 1.834407032070259236e+00
5.590390196784140000e+15 1.032430492566696500e+01 1.635687049754373623e+00 1.806739786041133833e+00
6.069548798445618000e+15 1.020345778177186347e+01 1.614928970988861012e+00 1.778227069821748829e+00
6.589776620226694000e+15 1.008510767209044090e+01 1.593641536400341341e+00 1.749038492688336444e+00
7.154593750956800000e+15 9.969590939733754098e+00 1.571949591346482933e+00 1.719354477721236174e+00
7.767821990219319000e+15 9.857271062472412027e+00 1.549965869902084847e+00 1.689338663311407807e+00
8.433610708318076000e+15 9.748021541905520948e+00 1.527761058316364329e+00 1.659097947960275432e+00
9.156464922730438000e+15 9.642093925751476391e+00 1.505432642169358015e+00 1.628772533491365859e+00
