# rho_c radius mass mb
2.299999999999999688e+14 3.676280981283697713e+01 1.138768159334673652e-01 1.133457232201652981e-01
2.479595829578174375e+14 2.874038083892672546e+01 1.240155886862885637e-01 1.235392728139941970e-01
2.673215425244120000e+14 2.359425584996365544e+01 1.367075666241550636e-01 1.363257219319163327e-01
2.881953834782333750e+14 2.011547454367391907e+01 1.523676593709326899e-01 1.521412303783895026e-01
3.106991612940479375e+14 1.767653872400606119e+01 1.714995734954889717e-01 1.715203556372628946e-01
3.349601498252860625e+14 1.592653416063705585e+01 1.946499696549236769e-01 1.950531636729278817e-01
3.611155611224608125e+14 1.465239203432061643e+01 2.224198324029654505e-01 2.234008571413907684e-01
3.893133214587114375e+14 1.371647977240731819e+01 2.554381802803959434e-01 2.572739919526478847e-01
4.197129079514122500e+14 1.302743556882495390e+01 2.943522189229275110e-01 2.974281548385164786e-01
4.524862505115000625e+14 1.252420997469469022e+01 3.394644340487080747e-01 3.442923684833946729e-01
4.878187042216438125e+14 1.215271479064122850e+01 3.922054307734497702e-01 3.995103319203966996e-01
5.259100976427031875e+14 1.188039312142772275e+01 4.541590501407294922e-01 4.649671759065892029e-01
5.669758629773466250e+14 1.168708805629971614e+01 5.265893968852674023e-01 5.423147187409694814e-01
6.112482544826588750e+14 1.155714307225967552e+01 6.099610025757260523e-01 6.324604567976859215e-01
6.589776620226696250e+14 1.149056688559558026e+01 6.816887332134033972e-01 7.109673532329137124e-01
7.104340271898206250e+14 1.145926365717724238e+01 7.189963080466345025e-01 7.521138454204253643e-01
7.659083700044812500e+14 1.141167884577834180e+01 7.665811609208528221e-01 8.049474159946105045e-01
8.257144348270125000e+14 1.134734634654398100e+01 8.211094634952695870e-01 8.660063901083413507e-01
8.901904647911132500e+14 1.126661050095646566e+01 8.831042721925174144e-01 9.361458140268464900e-01
9.597011147940441250e+14 1.117450527509836888e+01 9.510141167735847167e-01 1.013920060172707416e+00
1.034639513862972500e+15 1.107748596649746453e+01 1.021513333999149786e+00 1.095774094553996214e+00
1.115429488561485375e+15 1.097992037117913533e+01 1.090820902397803271e+00 1.177424906956411554e+00
1.202527960011120000e+15 1.088385655175475009e+01 1.155574125124396945e+00 1.254840670920953194e+00
1.296427528084662500e+15 1.078963961038348529e+01 1.213549357344459789e+00 1.325146329373749987e+00
1.397659257386552500e+15 1.069676102019226072e+01 1.263901159452931022e+00 1.387029190371099618e+00
1.506795680776967000e+15 1.060478482063856376e+01 1.306638686317053155e+00 1.440200065951402708e+00
1.624454037426510500e+15 1.051359455196970849e+01 1.342145301961911619e+00 1.484867355828035418e+00
1.751299763714871500e+15 1.042335812399764450e+01 1.371044354124420384e+00 1.521583555947023658e+00
1.888050256716799250e+15 1.033415889143967981e+01 1.394080607870198829e+00 1.551104414573740264e+00
2.035478931560424500e+15 1.023837974793753958e+01 1.413384361912410903e+00 1.576039402016975677e+00
2.194419595604986250e+15 1.012330972454220657e+01 1.431258568433816381e+00 1.599309095273917514e+00
2.365771164176847500e+15 1.000702914175382929e+01 1.445136733686673836e+00 1.617518039031399457e+00
2.550502744534441000e+15 9.890871563936450173e+00 1.455485830562367466e+00 1.631193371004459491e+00
2.749659116815342500e+15 9.775425065745867670e+00 1.462683478519094527e+00 1.640760633468735463e+00
2.964366642963882000e+15 9.661116910774200761e+00 1.467053867569437342e+00 1.646596240162037539e+00
3.195839637058217500e+15 9.548195425661855751e+00 1.468888313601222295e+00 1.649043962583208511e+00
3.445387233065297000e+15 9.436897437687168377e+00 1.468448617790879096e+00 1.648420805474217765e+00
3.714420788865476000e+15 9.327397507132788590e+00 1.465977947451721608e+00 1.645028528320359396e+00
4.004461868421440000e+15 9.219813727873873432e+00 1.461693695896651768e+00 1.639142684558922758e+00
4.317150847235925000e+15 9.114278848214606654e+00 1.455801347228760756e+00 1.631028655698306684e+00
4.654256189767862000e+15 9.010919077130838062e+00 1.448476876467786667e+00 1.620917223959770448e+00
5.017684451276867000e+15 8.909823348694448697e+00 1.439889457262389705e+00 1.609038099903699504e+00
5.409491060663205000e+15 8.811016179489833178e+00 1.430208915863395713e+00 1.595619143539457996e+00
5.831891945287350000e+15 8.714594151656429588e+00 1.419565428568272392e+00 1.580840678566779012e+00
6.287276063515244000e+15 8.620646468453770694e+00 1.408080412788948577e+00 1.564875000008985939e+00
6.778218915869165000e+15 8.529186987124854014e+00 1.395889053226449628e+00 1.547909840265250470e+00
7.307497111198733000e+15 8.440353721027847200e+00 1.383090660000287464e+00 1.530087380786900653e+00
7.878104070253449000e+15 8.354132807949092410e+00 1.369774298823842607e+00 1.511539490056326818e+00
8.493266955470998000e+15 8.270598745970376697e+00 1.356050625538533172e+00 1.492421300565775821e+00
9.156464922730438000e+15 8.189844335491320848e+00 1.341984809523842692e+00 1.472831012467791023e+00
