# rho_c radius mass mb
3.645254342660560625e+14 1.621313906432749619e+01 1.745233877499845487e-01 1.763867909303483417e-01
3.893133214587114375e+14 1.490675106659517901e+01 1.939803687726020520e-01 1.965087537395990291e-01
4.157867957015898750e+14 1.390134499467636253e+01 2.167403039764131123e-01 2.201349789043680893e-01
4.440604776431474375e+14 1.312813492399591553e+01 2.428362767565420688e-01 2.473400530202890524e-01
4.742567821855105625e+14 1.252968265439924700e+01 2.726780158186783987e-01 2.786022889454141116e-01
5.065064484970961875e+14 1.207022963032958707e+01 3.062215851161859681e-01 3.139386330333428510e-01
5.409491060663204375e+14 1.171153285689382528e+01 3.439132202020194207e-01 3.538908921929299622e-01
5.777338792472033750e+14 1.143136714350705851e+01 3.863277211653258214e-01 3.991637262688509935e-01
6.170200329143368750e+14 1.121359794271958066e+01 4.333380275090606415e-01 4.497364010563112413e-01
6.589776620226696250e+14 1.104583056185498968e+01 4.849358835524904543e-01 5.057267528311537585e-01
7.037884280576550000e+14 1.091445976470965107e+01 5.419061722143084792e-01 5.681377805250876767e-01
7.516463455643288750e+14 1.081272347093863928e+01 6.034629799634184666e-01 6.362899837117382829e-01
8.027586221607036250e+14 1.073312943523012208e+01 6.699454457605328317e-01 7.107520292673601414e-01
8.573465556724360000e+14 1.066909099221762780e+01 7.402390716187259301e-01 7.904794305169798863e-01
9.156464922730437500e+14 1.061535819580494255e+01 8.141031367296194254e-01 8.753973526404429384e-01
9.779108497780646250e+14 1.056803619736974298e+01 8.903834607663334566e-01 9.643757071525526081e-01
1.044409210523669625e+15 1.052277490422356188e+01 9.685347418909772133e-01 1.056951429204841642e+00
1.115429488561485375e+15 1.047668537802259969e+01 1.047155076198168278e+00 1.151606134733972109e+00
1.191279176223178750e+15 1.042740982005552652e+01 1.125296491503718688e+00 1.247292640239081374e+00
1.272286675451962000e+15 1.037299882333072532e+01 1.202130798135784273e+00 1.343051665677898354e+00
1.358802719665227500e+15 1.031262475602666306e+01 1.276445804879957846e+00 1.437367345022624088e+00
1.451201892304444500e+15 1.024556497021281665e+01 1.347069371673151661e+00 1.528671264762851090e+00
1.549884248647117750e+15 1.017130997966079065e+01 1.413692504428831986e+00 1.616432398932969416e+00
1.655277047902649500e+15 1.008960627665098464e+01 1.475735142439793313e+00 1.699719482430865236e+00
1.767836603091479500e+15 1.000203910874694735e+01 1.531971973849306723e+00 1.776648557070150902e+00
1.888050256716799250e+15 9.906601094619649217e+00 1.583525986867084567e+00 1.848501625738593113e+00
2.016438490782796500e+15 9.807193082843978615e+00 1.628629105792028353e+00 1.912540850053907615e+00
2.153557180295065750e+15 9.702791900239194689e+00 1.668142070574843094e+00 1.969652511682557172e+00
2.299999999999999500e+15 9.593740032138867946e+00 1.702273153584268561e+00 2.019865419721667887e+00
2.456400994783524500e+15 9.483224763740025764e+00 1.730576904637936897e+00 2.062225019326443309e+00
2.623437324858037500e+15 9.370304916822780328e+00 1.753822860939568518e+00 2.097580640806349983e+00
2.801832197623266500e+15 9.254855828146459018e+00 1.772431463029501053e+00 2.126328127804443913e+00
2.992357998894912000e+15 9.140389605804356776e+00 1.786376379947655746e+00 2.148204475482383025e+00
3.195839637058217500e+15 9.024295804480454208e+00 1.796412823009191362e+00 2.164184644062923546e+00
3.413158114625400000e+15 8.910485049780158207e+00 1.802664721478509868e+00 2.174302070831123590e+00
3.645254342660560000e+15 8.796855494039490964e+00 1.805660496035073725e+00 2.179253600219382747e+00
3.893133214587114500e+15 8.685484567394034627e+00 1.805721792710943907e+00 2.179446755320713081e+00
4.157867957015898500e+15 8.576507768274877819e+00 1.803233191166838667e+00 2.175420151833317384e+00
4.440604776431476000e+15 8.469124854203423425e+00 1.798477623718789831e+00 2.167572395327001189e+00
4.742567821855106000e+15 8.365713745602482376e+00 1.791869386535413833e+00 2.156542270094648828e+00
5.065064484970963000e+15 8.263647256170193245e+00 1.783486701310171618e+00 2.142425990248735701e+00
5.409491060663205000e+15 8.162267740551463646e+00 1.773464681561406797e+00 2.125437053258967257e+00
5.777338792472035000e+15 8.062240501582756735e+00 1.762038631205033345e+00 2.105978010510072718e+00
6.170200329143369000e+15 7.963866257714419916e+00 1.749399814983104928e+00 2.084385634230376816e+00
6.589776620226697000e+15 7.867310188624013101e+00 1.735730979003190289e+00 2.060988980660853453e+00
7.037884280576550000e+15 7.772833648940815188e+00 1.721204277300158125e+00 2.036102461920651585e+00
7.516463455643291000e+15 7.680702894389792590e+00 1.705981277228364457e+00 2.010022316171424350e+00
8.027586221607036000e+15 7.591076601296841808e+00 1.690209095564780384e+00 1.983022793632774006e+00
8.573465556724360000e+15 7.504116485121527624e+00 1.674022016605156482e+00 1.955353697119206924e+00
9.156464922730438000e+15 7.420069270809980466e+00 1.657550713738724646e+00 1.927253709511551394e+00
