# rho_c radius mass mb
3.102614629960802500e+14 2.708086077824259874e+01 1.155893295434095996e-01 1.154115320013649609e-01
3.324511472715632500e+14 2.336286695318986517e+01 1.229785771425318808e-01 1.228755507716677575e-01
3.562278223498706875e+14 2.053569320105287943e+01 1.316405478224717818e-01 1.316390935670842810e-01
3.817049887106388750e+14 1.826307251151803612e+01 1.421819436720258012e-01 1.423242788667910541e-01
4.090042643089521875e+14 1.633453320684559529e+01 1.558695126125395347e-01 1.562315134514035142e-01
4.382559651315468125e+14 1.471520858809006604e+01 1.740280243072542254e-01 1.747384073624577705e-01
4.695997272739917500e+14 1.340308276014029332e+01 1.981403044640905609e-01 1.994124711851983922e-01
5.031851735083970000e+14 1.240165313420192206e+01 2.290679275494500178e-01 2.312240074395210121e-01
5.391726275235820000e+14 1.167826574153110641e+01 2.671651475090682792e-01 2.706592875408615484e-01
5.777338792472033750e+14 1.117050411676180488e+01 3.128754596125136733e-01 3.183349703168365519e-01
6.190530049031906250e+14 1.082397619190862947e+01 3.665724551021934396e-01 3.748390132231412819e-01
6.633272457191192500e+14 1.058998200990798821e+01 4.305289533434877858e-01 4.428434211676086085e-01
7.107679494781258750e+14 1.043969983124138956e+01 5.080503329776037136e-01 5.263072204193042225e-01
7.616015794099595000e+14 1.035953291770223572e+01 6.004025675429434106e-01 6.272482223137456625e-01
8.160707952372235000e+14 1.033347179494752055e+01 7.043276883346917261e-01 7.428456292071111688e-01
8.744356115372908750e+14 1.034100855909769479e+01 8.150165485079142735e-01 8.683833224676000828e-01
9.369746389494593750e+14 1.036290484326367967e+01 9.293887421944789784e-01 1.000823968310089462e+00
1.003986414152381750e+15 1.038833927345096164e+01 1.047887797954633493e+00 1.141111948861913028e+00
1.075790824960555875e+15 1.041022737807034915e+01 1.175140671252093094e+00 1.295485026060869460e+00
1.152730637342726250e+15 1.042334945221796438e+01 1.307835054646233619e+00 1.460935230691266851e+00
1.235173131651581500e+15 1.042373354643556382e+01 1.442277172466077229e+00 1.633733832153623222e+00
1.323511855875460750e+15 1.040835094841362363e+01 1.570095228994753844e+00 1.803386066123015885e+00
1.418168504281409000e+15 1.037633713108389344e+01 1.685934997221990583e+00 1.962179023261599209e+00
1.519594930417470750e+15 1.032914787827163217e+01 1.785508112608627185e+00 2.102987608343489523e+00
1.628275304083517250e+15 1.026842566786838873e+01 1.869321151853123197e+00 2.225036203665709422e+00
1.744728422567123000e+15 1.019718575124973903e+01 1.937402221756187037e+00 2.326905769151606407e+00
1.869510187177428250e+15 1.011611436831776878e+01 1.992872616698953436e+00 2.412029181241345022e+00
2.003216256898985250e+15 1.002830525709724618e+01 2.036443979986910957e+00 2.480469909207481116e+00
2.146484891833079500e+15 9.933878204380622634e+00 2.070459642175471071e+00 2.535070979440993355e+00
2.299999999999999500e+15 9.836032293481666855e+00 2.095646500828182823e+00 2.576314464319348740e+00
2.464494402046494500e+15 9.734744860668060440e+00 2.113648753779013401e+00 2.606346205510209568e+00
2.640753329442830000e+15 9.632790738211978621e+00 2.125240822539891994e+00 2.626008176651946524e+00
2.829618172868477500e+15 9.530110980005431998e+00 2.131585115927773888e+00 2.636936222557819232e+00
3.031990498679736500e+15 9.428440027115540190e+00 2.133439425838471681e+00 2.640163427948315267e+00
3.248836352632334000e+15 9.328576812817898301e+00 2.131615425862011026e+00 2.636916189905270880e+00
3.481190871403279500e+15 9.230774296071242446e+00 2.126744266571286790e+00 2.628193721591260079e+00
3.730163223925538000e+15 9.137192453631715949e+00 2.119510757208614926e+00 2.615152788795624517e+00
3.996941906123565000e+15 9.041763784755374900e+00 2.109785425296097028e+00 2.597526439215855021e+00
4.282800414324595000e+15 8.958719914431268805e+00 2.099394883038165016e+00 2.578642135430421423e+00
4.589103324428425000e+15 8.871444099827421326e+00 2.086897460989390218e+00 2.555892683559329193e+00
4.917312805855134000e+15 8.785168857704301004e+00 2.073037394669893452e+00 2.530645770081167090e+00
5.268995601365881000e+15 8.700058007962653051e+00 2.058012828619308454e+00 2.503281368153426723e+00
5.645830506075571000e+15 8.616379489375896483e+00 2.042024508069443911e+00 2.474185075388457111e+00
6.049616381359376000e+15 8.534371482296137401e+00 2.025260935875129231e+00 2.443721008968125386e+00
6.482280741908246000e+15 8.454296953371002843e+00 2.007902184351480823e+00 2.412235768521577839e+00
6.945888956924636000e+15 8.376364933730558349e+00 1.990104489916228125e+00 2.380032682426441060e+00
7.442654109381454000e+15 8.300728426361235535e+00 1.972014968115732403e+00 2.347395826139023978e+00
7.974947560408227000e+15 8.227626468839156715e+00 1.953768811214938506e+00 2.314580543897867493e+00
8.545310269234974000e+15 8.157176848742395237e+00 1.935484489335719038e+00 2.281812308975557091e+00
9.156464922730438000e+15 8.089510931520489834e+00 1.917267313264513495e+00 2.249289765627177307e+00
