# rho_c radius mass mb
2.895528447126584375e+14 2.586918053865548472e+01 1.141322895588300079e-01 1.141230894339847202e-01
3.106991612940479375e+14 1.947379653927258403e+01 1.341563145353564801e-01 1.344408917214944543e-01
3.333898132640401875e+14 1.614612547655085351e+01 1.599761072548658292e-01 1.607430170167243322e-01
3.577375848885526250e+14 1.427921430141758741e+01 1.909297077680651156e-01 1.924275836659547767e-01
3.838634971745191875e+14 1.317173279275009357e+01 2.264375837389471235e-01 2.289763410517509090e-01
4.118974094068338750e+14 1.247140209513590925e+01 2.666624536414495261e-01 2.706383268343490744e-01
4.419786646161021250e+14 1.201958368750831063e+01 3.113741318642727074e-01 3.172662991097173202e-01
4.742567821855105625e+14 1.172105671703742225e+01 3.602152394410600422e-01 3.685826246622632141e-01
5.088922010394268750e+14 1.152402023044887791e+01 4.122960856847245892e-01 4.237427908784232033e-01
5.460570771077618750e+14 1.139025399191709020e+01 4.675935796109340070e-01 4.828105550455052408e-01
5.859361390299056250e+14 1.129479606491162613e+01 5.281914523950280715e-01 5.481403019846201596e-01
6.287276063515242500e+14 1.122505200039411832e+01 5.965175859054224761e-01 6.225710197328736539e-01
6.746441747781348750e+14 1.117530484203167518e+01 6.742614262918565915e-01 7.082789289813917755e-01
7.239140733826745000e+14 1.114313960788045321e+01 7.591726260799489534e-01 8.031638265428492351e-01
7.767821990219321250e+14 1.112256190782817811e+01 8.495820340767414880e-01 9.057056795279346817e-01
8.335113336004797500e+14 1.110702508149055312e+01 9.423425478803887367e-01 1.012597877707424043e+00
8.943834502325333750e+14 1.109095845120307544e+01 1.035277232563104777e+00 1.121487554963114697e+00
9.597011147940438750e+14 1.107020464475160004e+01 1.126575765301905063e+00 1.230316568466335747e+00
1.029788989831453250e+15 1.104126517345929059e+01 1.214450274104094118e+00 1.336919588869759368e+00
1.104995448302324750e+15 1.100224954484094653e+01 1.298769605273599748e+00 1.441047326307757004e+00
1.185694305168965250e+15 1.095265615833652006e+01 1.378037068183786573e+00 1.540705984753402813e+00
1.272286675451961750e+15 1.089288773808715050e+01 1.450671484466071082e+00 1.633655554659614095e+00
1.365202967979115000e+15 1.082387119020198973e+01 1.515873282571139846e+00 1.718541995780924925e+00
1.464905024739729750e+15 1.074573677092009127e+01 1.574074852876095942e+00 1.795588327208276658e+00
1.571888416477964000e+15 1.065815392228378755e+01 1.625983123557951382e+00 1.865422611321403190e+00
1.686684905935520250e+15 1.056110458487119885e+01 1.672126507597755829e+00 1.928490137253106251e+00
1.809865090987262750e+15 1.045624817075707291e+01 1.712335114099811317e+00 1.984298948032306997e+00
1.942041240807519750e+15 1.034624615384204915e+01 1.746309408144254505e+00 2.032155691132756292e+00
2.083870339164276250e+15 1.023223810211510809e+01 1.774450555245713490e+00 2.072355941961504744e+00
2.236057349968003500e+15 1.011667212486860734e+01 1.796827442589638890e+00 2.104741954847700658e+00
2.399358721306591000e+15 9.998995691220574855e+00 1.814237631698899511e+00 2.130243356002058164e+00
2.574586145383246500e+15 9.880859997070945866e+00 1.826969844789805064e+00 2.149089129366658302e+00
2.762610593046197000e+15 9.761784792958865253e+00 1.835605599853822323e+00 2.161972645094932588e+00
2.964366642963882000e+15 9.643144271443881976e+00 1.840509157241345672e+00 2.169298929219432015e+00
3.180857126963900000e+15 9.526080421189952574e+00 1.842084643646934250e+00 2.171576787217016857e+00
3.413158114625400000e+15 9.408164537955697071e+00 1.840688059484133499e+00 2.169273864728962220e+00
3.662424261900974000e+15 9.298534294618839624e+00 1.836755361141906961e+00 2.163041630087839451e+00
3.929894550353417500e+15 9.185016714583280617e+00 1.830453820167941670e+00 2.153108171553361760e+00
4.216898445534342000e+15 9.071310370523002931e+00 1.822029906289711843e+00 2.139852125089287682e+00
4.524862505115000000e+15 8.957704713109023942e+00 1.811689329700331363e+00 2.123591365929840880e+00
4.855317469615089000e+15 8.844447013596996143e+00 1.799641701557852080e+00 2.104657584531951731e+00
5.209905870974155000e+15 8.731895040990041323e+00 1.786093375242362891e+00 2.083380145415955731e+00
5.590390196784140000e+15 8.620343242625647662e+00 1.771234620429734230e+00 2.060067949203113979e+00
5.998661650763491000e+15 8.510042173837625512e+00 1.755248072768774925e+00 2.035019707116114684e+00
6.436749553016932000e+15 8.401311306379966481e+00 1.738301469532984145e+00 2.008511926553335769e+00
6.906831426805073000e+15 8.294406281716717899e+00 1.720551711930286665e+00 1.980804092823788665e+00
7.411243821960264000e+15 8.189611408923180846e+00 1.702143214467030763e+00 1.952134535155257256e+00
7.952493928746684000e+15 8.087051300306937307e+00 1.683213095843680618e+00 1.922733207208816353e+00
8.533272039891599000e+15 7.987169636923286298e+00 1.663889631712163419e+00 1.892807878249997300e+00
9.156464922730438000e+15 7.889995039089462203e+00 1.644279006488619688e+00 1.862536400031499673e+00
