# rho_c radius mass mb
1.451201892304444375e+14 2.279456219097609448e+01 1.028152615180858986e-01 1.027696060940411771e-01
1.579292343509890000e+14 1.857169848644685217e+01 1.280366072690819756e-01 1.282333913530759595e-01
1.718688708645726875e+14 1.644330092529457588e+01 1.580307417044380935e-01 1.586333834165731815e-01
1.870388905110156562e+14 1.524125268863531169e+01 1.932624167746866961e-01 1.944999141175153823e-01
2.035478931560424375e+14 1.452506397813930050e+01 2.341827723413048290e-01 2.363670548283545170e-01
2.215140642412201875e+14 1.409440665934900672e+01 2.807432025132968190e-01 2.842737959911751933e-01
2.410660208555777188e+14 1.384142386397816082e+01 3.317047443602654799e-01 3.370371095785443805e-01
2.623437324858037500e+14 1.369221776671074764e+01 3.878172470871210642e-01 3.955360945291742092e-01
2.854995230365355625e+14 1.360781561472961876e+01 4.494824253623079247e-01 4.603189870209996593e-01
3.106991612940479375e+14 1.356462112635092865e+01 5.170439545678164883e-01 5.319032696665313420e-01
3.381230476398074375e+14 1.354717744506153210e+01 5.908267163593120541e-01 6.108208829445622712e-01
3.679675055093933125e+14 1.354486181130005917e+01 6.711579880021648625e-01 6.976467808491333411e-01
4.004461868421438750e+14 1.355002489530898124e+01 7.583684636349911079e-01 7.930080606272519317e-01
4.357916015829273750e+14 1.355693130274589464e+01 8.527820905774067262e-01 8.975826847614143400e-01
4.742567821855106250e+14 1.356103851423513973e+01 9.546685398486062235e-01 1.012057741422697887e+00
5.161170950334495000e+14 1.355873797556998817e+01 1.062602978812232646e+00 1.135251904213406160e+00
5.616722117461896875e+14 1.354802850308802853e+01 1.135848024986744642e+00 1.220024381577448080e+00
6.112482544826588750e+14 1.352015841588864475e+01 1.203023826111531358e+00 1.298623114699116954e+00
6.652001306002512500e+14 1.347001414727981938e+01 1.269216359847722631e+00 1.376888618358489635e+00
7.239140733826745000e+14 1.339449838275029236e+01 1.336158893950780691e+00 1.456895671923268631e+00
7.878104070253445000e+14 1.330205076335854386e+01 1.398430011039061283e+00 1.532126360455354330e+00
8.573465556724360000e+14 1.319897939008058785e+01 1.453018189084177791e+00 1.598747607569406926e+00
9.330203180468298750e+14 1.307806193308667808e+01 1.504219341825004053e+00 1.661840460508155370e+00
1.015373431115535125e+15 1.293775269496710756e+01 1.552792684497403597e+00 1.722276377867879793e+00
1.104995448302325375e+15 1.277855312644298991e+01 1.598868260099700400e+00 1.780173988649587313e+00
1.202527960011120250e+15 1.260232928822362020e+01 1.642270451147649357e+00 1.835272999263868110e+00
1.308669186674208750e+15 1.241774303350622155e+01 1.681467405922328684e+00 1.885556609664101213e+00
1.424178977206232500e+15 1.224377138525782982e+01 1.712953761356180493e+00 1.926344975073013943e+00
1.549884248647117750e+15 1.206984646002055328e+01 1.738862997356679152e+00 1.960195326350919531e+00
1.686684905935521250e+15 1.190934176358413588e+01 1.758007090515572024e+00 1.985382911167496101e+00
1.835560284191554750e+15 1.179762054600563204e+01 1.767971759057526571e+00 1.998536339379096249e+00
1.997576159628111250e+15 1.172996715660069711e+01 1.771883759885818144e+00 2.003677977087122031e+00
2.173892379280840500e+15 1.167141849744378668e+01 1.773194993408755193e+00 2.005335297349921220e+00
2.365771164176847500e+15 1.161569800369068872e+01 1.772376884425926002e+00 2.004113400851699645e+00
2.574586145383248000e+15 1.156229805232810470e+01 1.769650540843657804e+00 2.000297550145182957e+00
2.801832197623266500e+15 1.151098575361369747e+01 1.765261619597523923e+00 1.994212155634324857e+00
3.049136140857251500e+15 1.146169826686095483e+01 1.759456932026241205e+00 1.986187928710748452e+00
3.318268386439592000e+15 1.141445726468032085e+01 1.752469366120574579e+00 1.976540480007232370e+00
3.611155611224609000e+15 1.136930902578783353e+01 1.744514772537488767e+00 1.965564327127493849e+00
3.929894550353417500e+15 1.132634330349798368e+01 1.735792462412807602e+00 1.953532935592405373e+00
4.276767007462223000e+15 1.128565521517295700e+01 1.726484172425934549e+00 1.940696557879508122e+00
4.654256189767862000e+15 1.124730413601287715e+01 1.716752248180239082e+00 1.927279598432027230e+00
5.065064484970963000e+15 1.121138142348677391e+01 1.706739417753087684e+00 1.913479809847292046e+00
5.512132807238905000e+15 1.117794459991849898e+01 1.696580075045746927e+00 1.899483325025048686e+00
5.998661650763491000e+15 1.114703275853521980e+01 1.686383501791123285e+00 1.885441288889504019e+00
6.528134001612593000e+15 1.111867776999915591e+01 1.676252639190987326e+00 1.871496048520801647e+00
7.104340271898207000e+15 1.109284992839394768e+01 1.666282019119617486e+00 1.857777170391156751e+00
7.731405434760849000e+15 1.106956819969940575e+01 1.656539475883503698e+00 1.844378141657357473e+00
8.413818554425526000e+15 1.104878759023042711e+01 1.647092711951122279e+00 1.831391568699859196e+00
9.156464922730438000e+15 1.103046189643361430e+01 1.637995329958475299e+00 1.818890738635194904e+00
