# rho_c radius mass mb
1.705013554992110312e+14 2.790499944123690668e+01 1.325577798498017712e-01 1.325534555879508969e-01
1.849413223122117500e+14 2.117926236364049686e+01 1.642092930904708037e-01 1.646851714425314472e-01
2.006042274470225938e+14 1.820317202485786723e+01 2.002571672221926946e-01 2.014696257815037639e-01
2.175936430349594375e+14 1.659728612954856786e+01 2.407761489941129540e-01 2.430409192726920298e-01
2.360219128568921875e+14 1.561629195355582844e+01 2.871263354562209047e-01 2.908725080995315793e-01
2.560108952248959375e+14 1.497210506977588551e+01 3.419488960501144148e-01 3.478179358272091015e-01
2.776927687794508125e+14 1.456003919348169440e+01 4.041537428017023537e-01 4.129108484998149642e-01
3.012109065305850000e+14 1.430090929983599679e+01 4.716631393118363436e-01 4.841341120109865503e-01
3.267208239226237500e+14 1.413589493120414353e+01 5.455674891415556171e-01 5.628031222029682423e-01
3.543912071916926250e+14 1.402899521340943245e+01 6.270779992272986769e-01 6.504220325687535276e-01
3.844050288160667500e+14 1.396105535640766959e+01 7.139040640498548473e-01 7.447531928302555393e-01
4.169607574353636250e+14 1.391536433276517748e+01 8.057056454990915162e-01 8.456463623850084543e-01
4.522736702392630000e+14 1.388060637892386318e+01 9.033442170794293569e-01 9.542984500821737326e-01
4.905772765040191250e+14 1.385018483644628162e+01 1.006444091782288996e+00 1.070586911246685036e+00
5.321248616900095625e+14 1.381991468719551719e+01 1.102918788266295191e+00 1.180925714061720866e+00
5.771911623107802500e+14 1.378639925010527634e+01 1.175448965048650374e+00 1.264897976135948898e+00
6.260741826487830000e+14 1.374259342163712283e+01 1.236393949472700982e+00 1.336169984675870559e+00
6.790971653309752500e+14 1.368114284303678474e+01 1.294570064380679231e+00 1.404846484259206996e+00
7.366107287948592500e+14 1.360274841983441796e+01 1.348616768728275961e+00 1.469251770606556873e+00
7.989951857791165000e+14 1.350528920557548318e+01 1.399883002882595706e+00 1.530925906439194017e+00
8.666630581700265000e+14 1.339601811429348821e+01 1.445703206478653691e+00 1.586566274601648008e+00
9.400618048332855000e+14 1.327848001609825879e+01 1.485605375989354604e+00 1.635452892263425939e+00
1.019676780469212625e+15 1.315498701124785619e+01 1.519585910905106196e+00 1.677433063862829643e+00
1.106034445056993000e+15 1.302106074036413652e+01 1.549389509492961281e+00 1.714545957156280886e+00
1.199705845110657750e+15 1.287688615572431949e+01 1.575272920674744226e+00 1.747026589890290804e+00
1.301310389766850250e+15 1.272257706082295314e+01 1.597467339001441777e+00 1.775088241776210607e+00
1.411519946674057250e+15 1.255918285146113433e+01 1.616184812563763229e+00 1.798927668977825967e+00
1.531063284767673250e+15 1.238734797795361153e+01 1.631607240117627811e+00 1.818711660871240809e+00
1.660730893309068500e+15 1.220822674658844065e+01 1.643907085341406171e+00 1.834599917649220258e+00
1.801380209054942500e+15 1.202395888050424055e+01 1.653198537263781409e+00 1.846682215913939551e+00
1.953941286121981250e+15 1.184413076757812711e+01 1.659342929399875377e+00 1.854719608946973297e+00
2.119422946039247000e+15 1.166658733721351560e+01 1.662616630964220965e+00 1.859019016934138513e+00
2.298919448655970500e+15 1.148844297645538681e+01 1.663221723372433569e+00 1.859799736073565413e+00
2.493617728016616500e+15 1.130930176385392905e+01 1.661308301884200311e+00 1.857221893137578794e+00
2.704805241051002000e+15 1.113948092000043566e+01 1.657296135822227345e+00 1.851814971692745893e+00
2.933878480979512000e+15 1.098161003480042908e+01 1.651485829307532516e+00 1.843960309497244765e+00
3.182352211728925500e+15 1.082631795922909568e+01 1.643707510387223181e+00 1.833409377234882287e+00
3.451869484422149500e+15 1.067194019696797014e+01 1.633986210103270498e+00 1.820179781218187909e+00
3.744212502176612000e+15 1.051746174352693508e+01 1.622388098478759755e+00 1.804348289167690966e+00
4.061314405055634500e+15 1.036230201529811268e+01 1.609006634603654673e+00 1.786032081336133670e+00
4.405272053101644500e+15 1.020635645562096983e+01 1.593973217034937884e+00 1.765403407136123759e+00
4.778359891979978000e+15 1.004992947845783924e+01 1.577444744840508006e+00 1.742673104460615185e+00
5.183044992920914000e+15 9.893822341850276203e+00 1.559632889999738925e+00 1.718130057861858129e+00
5.622003366412637000e+15 9.738728701299091739e+00 1.540761847839391852e+00 1.692087777090439671e+00
6.098137657520676000e+15 9.585542466447092735e+00 1.521063072654463832e+00 1.664877678513673631e+00
6.614596339845440000e+15 9.434620781213274299e+00 1.500665759500684482e+00 1.636694048378724453e+00
7.174794535039295000e+15 9.286239896906215208e+00 1.479692428937156246e+00 1.607723261504584888e+00
7.782436595553857000e+15 9.140763745820565944e+00 1.458254766862562057e+00 1.578136967069207364e+00
8.441540599947531000e+15 8.998485429519140766e+00 1.436458852179500090e+00 1.548098001961943249e+00
9.156464922730438000e+15 8.859488381222583087e+00 1.414383554182723879e+00 1.517732787707415376e+00
