# rho_c radius mass mb
1.519594930417470625e+14 2.761571143322421307e+01 8.468307020206464197e-02 8.441185756876409818e-02
1.652168610014670938e+14 1.984163038553767677e+01 1.079069887134660732e-01 1.077656238566716412e-01
1.796308385398406250e+14 1.661292319192244804e+01 1.366959452706361655e-01 1.368294182212856369e-01
1.953023314868556875e+14 1.498198099506340597e+01 1.717123657503988043e-01 1.723427307296969413e-01
2.123410489771881250e+14 1.409037619948726672e+01 2.135752693550807546e-01 2.150261685404683820e-01
2.308662714749372188e+14 1.360438175590871879e+01 2.613473409940756387e-01 2.640294451987860724e-01
2.510076858029714375e+14 1.334091539339837240e+01 3.152963056843428036e-01 3.197459569284235026e-01
2.729062930225519062e+14 1.320785644032496187e+01 3.758902627292704524e-01 3.828039729404227320e-01
2.967153955188940625e+14 1.315479350592947405e+01 4.432410236396049918e-01 4.534923018984148291e-01
3.226016702028137500e+14 1.315062409932786913e+01 5.172386731357476730e-01 5.318920435254116397e-01
3.507463353414635000e+14 1.317462723859709328e+01 5.975251438758789613e-01 6.178400337430464129e-01
3.813464191866213750e+14 1.321241643584491143e+01 6.835044404164560827e-01 7.109272621965745387e-01
4.146161392816323125e+14 1.325349153665762714e+01 7.743454043239301754e-01 8.104866072080484374e-01
4.507884021029161875e+14 1.329025588574625161e+01 8.690073588371154401e-01 9.156025779249993279e-01
4.901164335343632500e+14 1.331720135009377692e+01 9.662812078870139931e-01 1.025137324156301544e+00
5.328755515888415000e+14 1.333030408434977687e+01 1.064837057285551225e+00 1.137765132462665418e+00
5.793650937868485000e+14 1.332695385000276289e+01 1.163280886564989958e+00 1.252019425233900307e+00
6.299105126850270000e+14 1.330931973599360951e+01 1.242858620410426163e+00 1.345734425690030545e+00
6.848656542244047500e+14 1.327561722058676708e+01 1.309773303078868745e+00 1.425511723754721904e+00
7.446152348480578750e+14 1.322266014518145738e+01 1.371318737454868097e+00 1.499707905243843786e+00
8.095775347293957500e+14 1.314998448421363086e+01 1.428226458082736183e+00 1.569049358637820912e+00
8.802073259651563750e+14 1.305821466626871441e+01 1.480760719443917406e+00 1.633728930158986570e+00
9.569990562320867500e+14 1.295577764469583570e+01 1.525871193102413148e+00 1.689814602923615849e+00
1.040490310194667875e+15 1.284269100406209496e+01 1.564732552430699641e+00 1.738564584586163031e+00
1.131265572895659250e+15 1.271739289289735808e+01 1.598557760628207980e+00 1.781349270606227719e+00
1.229960321475276000e+15 1.258015892768355037e+01 1.627758078908354777e+00 1.818569295871109270e+00
1.337265473863311250e+15 1.243183570312622876e+01 1.652609167917309385e+00 1.850471382988384317e+00
1.453932225587501500e+15 1.227350825309030391e+01 1.673344237608310747e+00 1.877260653823370040e+00
1.580777308558479750e+15 1.210642909048008775e+01 1.690173020484889710e+00 1.899122703983931126e+00
1.718688708645727000e+15 1.193191311911541419e+01 1.703299390857421436e+00 1.916245016078376606e+00
1.868631882070718750e+15 1.175129355960534028e+01 1.712923045312212400e+00 1.928818464990185388e+00
2.031656514135461500e+15 1.156706021225547687e+01 1.719208777018272016e+00 1.936997517416073178e+00
2.208903867601272500e+15 1.138776898962481887e+01 1.722214816973300033e+00 1.940807815390096502e+00
2.401614772160514000e+15 1.120983863209085385e+01 1.722245620941969202e+00 1.940599743912626574e+00
2.611138310932021500e+15 1.103211485051782859e+01 1.719488393956744909e+00 1.936579054338832373e+00
2.838941264790504500e+15 1.085454895673588460e+01 1.714127542959596351e+00 1.928959005181067887e+00
3.086618380645458000e+15 1.067717666040167934e+01 1.706354770131172094e+00 1.917970102686655798e+00
3.355903535553221500e+15 1.049979919026339736e+01 1.696343024574735292e+00 1.903832474811945508e+00
3.648681874817171500e+15 1.032280393252455220e+01 1.684289341966010767e+00 1.886816735600020278e+00
3.967003009049459500e+15 1.014658968327831623e+01 1.670388648157997258e+00 1.867200819670797207e+00
4.313095362581048000e+15 9.971569472685086311e+00 1.654833166416783907e+00 1.845264675278072808e+00
4.689381773666864000e+15 9.798156225766629035e+00 1.637805041928140692e+00 1.821277854182356215e+00
5.098496455696153000e+15 9.626746577897511870e+00 1.619480453924358798e+00 1.795503885855119552e+00
5.543303438145896000e+15 9.457748929151538420e+00 1.600025606133943512e+00 1.768193273617373773e+00
6.026916616374202000e+15 9.291515230650347235e+00 1.579595830892751573e+00 1.739581389164090774e+00
6.552721550613307000e+15 9.128391941848404301e+00 1.558339011149471931e+00 1.709892364418043043e+00
7.124399166767251000e+15 8.968697967316028752e+00 1.536392987089158835e+00 1.679335071559685089e+00
7.745951524932913000e+15 8.812739722325241942e+00 1.513888423140881567e+00 1.648106623856541608e+00
8.421729836038353000e+15 8.660803511647058528e+00 1.490947084608578610e+00 1.616389831425199430e+00
9.156464922730438000e+15 8.513140145313538909e+00 1.467683856930126041e+00 1.584355674462892827e+00
