300.00000 0.00008 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
302.10210 0.00036 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
304.20420 0.00089 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
306.30631 0.00172 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
308.40841 0.00302 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
310.51051 0.00522 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
312.61261 0.00866 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
314.71471 0.01396 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
316.81682 0.02026 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
318.91892 0.02705 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
321.02102 0.03401 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
323.12312 0.04089 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
325.22523 0.04762 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
327.32733 0.05406 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
329.42943 0.06027 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
331.53153 0.06612 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
333.63363 0.07142 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
335.73574 0.07604 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
337.83784 0.08000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
339.93994 0.08379 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
342.04204 0.08696 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
344.14414 0.08986 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
346.24625 0.09295 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
348.34835 0.09649 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
350.45045 0.10002 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
352.55255 0.10240 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
354.65465 0.10389 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
356.75676 0.10485 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
358.85886 0.10564 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
360.96096 0.10652 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
363.06306 0.10753 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
365.16517 0.10837 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
367.26727 0.10843 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
369.36937 0.10730 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
371.47147 0.10485 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
373.57357 0.10107 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
