2017-06-04T06:44:59.957 o 17.43000 inf
2017-06-04T06:59:07.290 o 17.41000 inf
2017-06-04T07:29:32.205 o 16.87000 inf
2017-06-12T07:08:55.406 o 19.61000 0.46000
2017-06-12T07:32:34.423 o 19.32000 inf
2017-06-15T06:09:22.749 o 19.71000 inf
2017-06-15T06:18:34.318 o 19.87000 inf
2017-06-15T06:31:18.690 o 19.94000 inf
2017-06-15T06:44:04.125 o 19.73000 inf
2017-06-16T07:06:15.402 o 19.80000 inf
2017-06-20T06:50:12.414 o 20.02000 inf
2017-06-20T07:05:06.662 o 19.96000 inf
2017-06-23T06:07:38.482 o 19.41000 inf
2017-06-23T06:14:43.950 o 19.76000 inf
2017-06-23T06:25:20.605 o 19.82000 inf
2017-06-23T06:38:04.364 o 20.38000 0.67000
