dlambdat	costheta_jn	redshift	v1_end_time	v1_optimal_snr	f_ref	psdscaleflag	h1l1_relative_phase	phase	l1_optimal_snr	mtotal	logll1	signalmodelflag	logl	h1_cplx_snr_arg	m1_source	sky_frame	mc_source	deltalogl	h1_cplx_snr_amp	l1v1_delay	mf_source	l1h1_delay	loglv1	m1	ra	l1_end_time	m2	e_rad	logpost	v1h1_delay	m2_source	v1l1_delay	mtotal_source	psi	h1v1_relative_phase	loglh1	theta_jn	time	mf	af	optimal_snr	lambdat	alpha	cycle	distance	l1v1_relative_phase	lal_pnorder	h1l1_delay	mc	l1_cplx_snr_amp	h1v1_delay	logprior	v1_cplx_snr_arg	flow	l1_cplx_snr_arg	t0	q	v1_cplx_snr_amp	h1_end_time	eta	lal_approximant	h1_optimal_snr	azimuth	lal_amporder	dec	matched_filter_snr	
-2.745698072592178960e+02	6.330167458731653651e-01	1.880921602706455906e-02	8.943836789897133112e+08	1.646990873208417483e+01	1.000000000000000000e+02	0.000000000000000000e+00	4.427626806488449418e-02	1.635664882845438761e+00	2.335692492340301740e+01	2.700429493140305226e+00	2.693576318557025502e+02	1.000000000000000000e+00	-1.691303425299870433e+00	-6.289057775679486595e-03	1.346535692282499586e+00	1.000000000000000000e+00	1.153551503929726829e+00	5.651928087561035454e+02	1.875772548857271005e+01	9.956240653991699219e-03	2.522767283606454747e+00	3.974437713623046875e-03	1.199162744290037921e+02	1.371862973006793940e+00	6.503541186303665178e-01	8.943836789797570705e+08	1.328566520133511508e+00	1.278069855102557106e-01	5.789647267627593692e+02	-5.981802940368652344e-03	1.304038576834211094e+00	-9.956240653991699219e-03	2.650574269116710457e+00	7.475402975043152765e-01	2.007374402570194505e-02	1.759189024713972458e+02	8.853523853471383376e-01	8.943836789999132156e+08	2.570218558429819389e+00	6.868786270459167342e-01	3.417261453694941054e+01	5.544806084086312694e+02	1.162610662023234154e+00	2.550000000000000000e+05	8.424137762068346547e+01	-2.420252403918254913e-02	7.000000000000000000e+00	-3.974437713623046875e-03	1.175248903365486264e+00	2.324040590184884181e+01	5.981802940368652344e-03	1.377191800665584509e+01	-2.636280180138133450e-02	3.000000000000000000e+01	-5.056532584056398077e-02	8.943836789837316275e+08	9.684396665518372194e-01	1.552127900363204560e+01	8.943836789837315083e+08	2.499357343419702504e-01	5.000000000000000000e+00	1.873402649646515883e+01	2.956069178545272180e+00	0.000000000000000000e+00	5.692173489777758721e-01	3.362565658121250323e+01
-5.531828154031882150e+01	8.004866708789027951e-01	2.289846921878486291e-02	8.943836789899096489e+08	1.578847259637437617e+01	1.000000000000000000e+02	0.000000000000000000e+00	-5.867919933560683532e-02	4.090880841767100762e+00	2.473479213234403318e+01	2.699988196302477661e+00	2.673735076251315377e+02	1.000000000000000000e+00	-7.726883437606324456e+00	-4.359311125326480879e-02	1.325348801980878788e+00	1.000000000000000000e+00	1.148917095052607529e+00	5.591572287437970772e+02	1.867171620612405647e+01	9.835004806518554688e-03	2.512215153338504425e+00	3.847241401672363281e-03	1.187866388039848147e+02	1.355697260727191322e+00	6.480743927952314909e-01	8.943836789800746441e+08	1.344290935575286561e+00	1.273314659506334934e-01	5.735047884191968706e+02	-5.987763404846191406e-03	1.314197817308259131e+00	-9.835004806518554688e-03	2.639546619289137919e+00	1.521977393865147299e+00	-1.250307983501430797e-02	1.729970823146808243e+02	6.426895514892132510e-01	8.943836790002394915e+08	2.569741034698191040e+00	6.870152137329673669e-01	3.554555884199266558e+01	7.565190231721330747e+02	1.176419261287579232e+00	2.555000000000000000e+05	1.028696493894223067e+02	4.617611950059252734e-02	7.000000000000000000e+00	-3.847241401672363281e-03	1.175225537788605390e+00	2.317964581627754228e+01	5.987763404846191406e-03	1.434755967539976851e+01	-3.109003141825046612e-02	3.000000000000000000e+01	1.508608808234223816e-02	8.943836789839218855e+08	9.915863773702791040e-01	1.542532148476102805e+01	8.943836789839218855e+08	2.499955382239012203e-01	5.000000000000000000e+00	2.005993381426843669e+01	2.949953243045998263e+00	0.000000000000000000e+00	5.840066110261589172e-01	3.350349929037177787e+01
-1.702831022795089666e+01	8.901184213129625933e-01	2.522592851359140367e-02	8.943836789896795750e+08	1.588318933890718831e+01	1.000000000000000000e+02	0.000000000000000000e+00	4.719824449254561571e-02	1.348416946510219816e+00	2.436443149559601196e+01	2.703711459252025939e+00	2.684194681764357711e+02	1.000000000000000000e+00	-3.352168280447310522e+00	4.821917161564703153e-02	1.382415352809757580e+00	1.000000000000000000e+00	1.146287577867641572e+00	5.635319439009560938e+02	1.876489267309141695e+01	9.916067123413085938e-03	2.510513681914587458e+00	3.998041152954101562e-03	1.197763926612035021e+02	1.417288063675827825e+00	6.534044500204283512e-01	8.943836789797635078e+08	1.286423395576198336e+00	1.266723119784480822e-01	5.782639766339608514e+02	-5.918025970458984375e-03	1.254770641083278404e+00	-9.916067123413085938e-03	2.637185993893035540e+00	1.028880752990886105e+00	2.418127662647551190e-02	1.753360830633169201e+02	4.731913730583240385e-01	8.943836789999024868e+08	2.573843720586957762e+00	6.856874936462687975e-01	3.503728721392338485e+01	6.097246136244079935e+02	1.160061562446148553e+00	2.560000000000000000e+05	1.135217673541797723e+02	-2.301696786606965972e-02	7.000000000000000000e+00	-3.998041152954101562e-03	1.175203746362948554e+00	2.319908526899572365e+01	5.918025970458984375e-03	1.473203273300470251e+01	2.403789498917141554e-02	3.000000000000000000e+01	1.020927123101623328e-03	8.943836789837615490e+08	9.076654411664037969e-01	1.548714829512529079e+01	8.943836789837615490e+08	2.494143149462423326e-01	5.000000000000000000e+00	1.953740693213388369e+01	2.954422129935163177e+00	0.000000000000000000e+00	5.677432828848831825e-01	3.360242145369566913e+01
-1.583931547862939624e+02	9.356943589461483857e-01	2.582247049231291974e-02	8.943836789891675711e+08	1.625430584950357371e+01	1.000000000000000000e+02	0.000000000000000000e+00	3.654176902603545329e-02	1.054250486653671715e+00	2.496396299767293314e+01	2.714526390492629560e+00	2.673108990498138269e+02	1.000000000000000000e+00	-6.613623497145505681e+00	5.539394670729851089e-02	1.448621791245961798e+00	1.000000000000000000e+00	1.145591810031288738e+00	5.602704886842579981e+02	1.869766915540786911e+01	9.863018989562988281e-03	2.520649377761639442e+00	3.981471061706542969e-03	1.196496165255994839e+02	1.486028784704932049e+00	6.546909510390928055e-01	8.943836789793045521e+08	1.228497605787697733e+00	1.255457179549455127e-01	5.751687162059555476e+02	-5.881547927856445312e-03	1.197573304470623379e+00	-9.863018989562988281e-03	2.646195095716584955e+00	1.139806883368692070e+00	5.546917602374179523e-02	1.733099731088446731e+02	3.605742980492918082e-01	8.943836789994357824e+08	2.585738771940356173e+00	6.818820450796233557e-01	3.590909408627236843e+01	3.995793200606286177e+02	1.161860310147652786e+00	2.565000000000000000e+05	1.162577434413647239e+02	1.892740699770634194e-02	7.000000000000000000e+00	-3.981471061706542969e-03	1.175173820742057007e+00	2.319397414444517125e+01	5.881547927856445312e-03	1.489822752169753173e+01	-7.522931644333573538e-05	3.000000000000000000e+01	1.885217768126312352e-02	8.943836789832860231e+08	8.266983913313831200e-01	1.548825578240719025e+01	8.943836789832860231e+08	2.477498498235682911e-01	5.000000000000000000e+00	2.005146206385887098e+01	2.951960853999172851e+00	0.000000000000000000e+00	5.704185404901837009e-01	3.355701496778475956e+01
3.054036275087933916e+01	8.659164305453336263e-01	2.677688169383628247e-02	8.943836789897992611e+08	1.459691924236853033e+01	1.000000000000000000e+02	0.000000000000000000e+00	-1.751840513777302988e-02	4.652231636168031592e+00	2.232620650351453406e+01	2.700217383172365260e+00	2.687963870020396371e+02	1.000000000000000000e+00	-3.161063406118056918e+00	-7.073412355186219080e-02	1.329493611288790955e+00	1.000000000000000000e+00	1.144602134343298827e+00	5.637230487752854060e+02	1.876856938288126386e+01	9.948015213012695312e-03	2.502962948959712275e+00	3.905892372131347656e-03	1.199278161049396658e+02	1.365093304430982091e+00	6.467167468919032824e-01	8.943836789798512459e+08	1.335124078741382947e+00	1.268366027383307504e-01	5.785624438325907022e+02	-6.042122840881347656e-03	1.300305940409251848e+00	-9.948015213012695312e-03	2.629799551698043025e+00	9.056773386405537751e-01	-5.257476212143297190e-02	1.749988456683061031e+02	5.238166809569698712e-01	8.943836790000265837e+08	2.569984491728062093e+00	6.869550695996898826e-01	3.218699224539767556e+01	6.054751420370189408e+02	1.170071580516181209e+00	2.570000000000000000e+05	1.206399409945171044e+02	-3.505635698365949793e-02	7.000000000000000000e+00	-3.905892372131347656e-03	1.175251010281121777e+00	2.323549700373709115e+01	6.042122840881347656e-03	1.483939505730526598e+01	-1.815936143042938544e-02	3.000000000000000000e+01	-5.321571841408902909e-02	8.943836789837571383e+08	9.780460239660383470e-01	1.551698564781790424e+01	8.943836789837571383e+08	2.499692040507216217e-01	5.000000000000000000e+00	1.801313192089279624e+01	2.955279505549389896e+00	0.000000000000000000e+00	5.760617949970193719e-01	3.360749819152670170e+01
-2.084044020530817818e+02	8.836875307708922378e-01	2.777392036567454328e-02	8.943836789897141457e+08	1.429208935724858875e+01	1.000000000000000000e+02	0.000000000000000000e+00	5.018223396270338199e-02	5.449610188262798971e-02	2.187481668969420312e+01	2.705295361093571938e+00	2.683118939472395255e+02	1.000000000000000000e+00	-4.715646533919823469e+00	3.069414365414697109e-03	1.392019252226213144e+00	1.000000000000000000e+00	1.143437516463776671e+00	5.621684656474835720e+02	1.870496400923932612e+01	9.926676750183105469e-03	2.505987101363046587e+00	4.001617431640625000e-03	1.195902204022827675e+02	1.430681084085029919e+00	6.531595681613859838e-01	8.943836789797874689e+08	1.274614277008542018e+00	1.262020479111898297e-01	5.772136518672041348e+02	-5.925059318542480469e-03	1.240169897048023273e+00	-9.926676750183105469e-03	2.632189149274236417e+00	2.356508689801708911e+00	2.433551172556391862e-02	1.742663512979613358e+02	4.871137389238933135e-01	8.943836789999278784e+08	2.575588187553711439e+00	6.851246117656988321e-01	3.147512895178794068e+01	5.833457878360817404e+02	1.159668797856264977e+00	2.575000000000000000e+05	1.252242881696231507e+02	-2.584672223713946337e-02	7.000000000000000000e+00	-4.001617431640625000e-03	1.175195258989166325e+00	2.322897266355866464e+01	5.925059318542480469e-03	1.504518621972054504e+01	-2.126609736014927962e-02	3.000000000000000000e+01	-4.711281959728884361e-02	8.943836789837890863e+08	8.909143282786198270e-01	1.551713468747639268e+01	8.943836789837890863e+08	2.491679839123486784e-01	5.000000000000000000e+00	1.754743055630587278e+01	2.954922788364645392e+00	0.000000000000000000e+00	5.671755844179591222e-01	3.359828449100789527e+01
-1.570111034398178163e+02	9.990541043433895929e-01	2.910209330057400220e-02	8.943836789895535707e+08	1.538419071946118422e+01	1.000000000000000000e+02	0.000000000000000000e+00	-3.075073536291794696e-02	2.330534378958653452e+00	2.357492199649318465e+01	2.704179120189611929e+00	2.680751008313300190e+02	1.000000000000000000e+00	-3.031399334997399109e+00	2.004982847012611730e-02	1.380801025133672866e+00	1.000000000000000000e+00	1.141993299106298654e+00	5.638527128464060070e+02	1.875826754852629463e+01	9.786009788513183594e-03	2.501549512941271036e+00	3.882646560668945312e-03	1.199608411231080396e+02	1.420985225396641072e+00	6.522299967057079151e-01	8.943836789797675610e+08	1.283193894792970635e+00	1.261578231857694021e-01	5.790273511352372680e+02	-5.903363227844238281e-03	1.246906310993367351e+00	-9.786009788513183594e-03	2.627707336127040438e+00	1.211832461872022759e-02	5.528760204929605848e-02	1.758167708919680479e+02	4.349815660464650957e-02	8.943836789999099970e+08	2.574349840262893263e+00	6.855425921063506012e-01	3.399998373170435428e+01	5.487636468995954147e+02	1.172590465460420006e+00	2.580000000000000000e+05	1.313413639544662317e+02	8.603833741221400544e-02	7.000000000000000000e+00	-3.882646560668945312e-03	1.175227694645520460e+00	2.318857369540566182e+01	5.903363227844238281e-03	1.517463828883126453e+01	-3.523777357916976771e-02	3.000000000000000000e+01	5.080056383304416834e-02	8.943836789836502075e+08	9.030311306965147500e-01	1.549938707775917557e+01	8.943836789836502075e+08	2.493508980910333628e-01	5.000000000000000000e+00	1.906695105470894802e+01	2.947976096907943155e+00	0.000000000000000000e+00	5.815678009323123065e-01	3.358390311992150856e+01
-2.255380146065218128e+02	9.437416029019740638e-01	2.790517427753201954e-02	8.943836789897571802e+08	1.517370118725455796e+01	1.000000000000000000e+02	0.000000000000000000e+00	-5.281866768270093715e-02	2.114187760835355867e+00	2.327360850684425841e+01	2.700353115697217810e+00	2.639506915203637618e+02	1.000000000000000000e+00	-9.632840058842470299e+00	4.590257027881861768e-02	1.335916153061145861e+00	1.000000000000000000e+00	1.143288311570755278e+00	5.572512721225609766e+02	1.868612105894579400e+01	9.791731834411621094e-03	2.500380388199850312e+00	3.850698471069335938e-03	1.191029727335606196e+02	1.373195126132487287e+00	6.501229822683616266e-01	8.943836789799654484e+08	1.327157989564730523e+00	1.266645798295922276e-01	5.722288753758160738e+02	-5.941033363342285156e-03	1.291128814968296901e+00	-9.791731834411621094e-03	2.627044968029442540e+00	3.203746562080559412e-01	3.343088795026671889e-02	1.741976078686366236e+02	3.370280642125634829e-01	8.943836790001186132e+08	2.570153938692690154e+00	6.868594469546563941e-01	3.358437792906078556e+01	5.775260435199405720e+02	1.176044169768383663e+00	2.585000000000000000e+05	1.258282774731162164e+02	8.624955563296765604e-02	7.000000000000000000e+00	-3.850698471069335938e-03	1.175191971154602610e+00	2.309043306373661508e+01	5.941033363342285156e-03	1.497760325325509001e+01	1.247168232855177042e-02	3.000000000000000000e+01	9.872123796151949238e-02	8.943836789838161469e+08	9.664744392900539438e-01	1.543735379957936082e+01	8.943836789838161469e+08	2.499273366364228033e-01	5.000000000000000000e+00	1.886818433851125576e+01	2.948056897724657510e+00	0.000000000000000000e+00	5.845409904924612210e-01	3.338476284812642092e+01
1.156570315520730219e+01	9.785916029211101375e-01	2.882706460651736358e-02	8.943836789895681143e+08	1.517561057854170947e+01	1.000000000000000000e+02	0.000000000000000000e+00	2.158797327919259601e-02	1.092982889736017427e+00	2.331377188728308880e+01	2.702846681280292263e+00	2.688798060593874197e+02	1.000000000000000000e+00	-3.131524892254040626e+00	1.095427682394572305e-02	1.368643935109666421e+00	1.000000000000000000e+00	1.142310987218133178e+00	5.637525872891494600e+02	1.869262905230272054e+01	9.854674339294433594e-03	2.500789793946838646e+00	3.960132598876953125e-03	1.201887805778391680e+02	1.408097922250390877e+00	6.538153091519103288e-01	8.943836789797134399e+08	1.294748759029901386e+00	1.263248828176339877e-01	5.788798984152872436e+02	-5.894541740417480469e-03	1.258470741654806435e+00	-9.854674339294433594e-03	2.627114676764472634e+00	1.263051895211474429e+00	5.019304832133641980e-02	1.746840006519228439e+02	2.072931391247315736e-01	8.943836789998493195e+08	2.572880222904263547e+00	6.860210819224363821e-01	3.355149154646314713e+01	5.062259799982849700e+02	1.164176867676825600e+00	2.590000000000000000e+05	1.300737284452764868e+02	2.860507504214382379e-02	7.000000000000000000e+00	-3.960132598876953125e-03	1.175240459847404884e+00	2.319128611260982353e+01	5.894541740417480469e-03	1.512731112613774975e+01	-3.923877149739052328e-02	3.000000000000000000e+01	-1.063369645524685561e-02	8.943836789836735725e+08	9.195019313434271702e-01	1.551961595865385135e+01	8.943836789836735725e+08	2.495603229235916765e-01	5.000000000000000000e+00	1.875823736251809848e+01	2.951461858688397832e+00	0.000000000000000000e+00	5.726621638668528691e-01	3.357835457851767558e+01
5.905166183545288305e+01	9.848237487527331524e-01	3.010595078334984964e-02	8.943836789892839193e+08	1.460960877164338534e+01	1.000000000000000000e+02	0.000000000000000000e+00	4.529431064365230242e-02	1.906038555605540807e+00	2.242424841774402822e+01	2.708565554007005716e+00	2.678172778182291722e+02	1.000000000000000000e+00	-7.049355949157343204e+00	8.667390013393655446e-02	1.410325603256322280e+00	1.000000000000000000e+00	1.140878247960009251e+00	5.598347562322461499e+02	1.871000569365761024e+01	9.833574295043945312e-03	2.503793570775202149e+00	3.992438316345214844e-03	1.184994402561269879e+02	1.452784796456455307e+00	6.565641170453591080e-01	8.943836789794503450e+08	1.255780757550550630e+00	1.256112510756586254e-01	5.751576181337883327e+02	-5.841135978698730469e-03	1.219079218594538716e+00	-9.833574295043945312e-03	2.629404821850860774e+00	3.142101075116915387e-01	8.500751551635055137e-02	1.735180381578899755e+02	1.744407853270109887e-01	8.943836789995708466e+08	2.579172656788628171e+00	6.840034034576844002e-01	3.225537132868827683e+01	4.802876441708327775e+02	1.160662230290858687e+00	2.595000000000000000e+05	1.359724735411706433e+02	3.971320487269824895e-02	7.000000000000000000e+00	-3.992438316345214844e-03	1.175225472342887656e+00	2.317516218792813376e+01	5.841135978698730469e-03	1.532286190154218275e+01	1.666384617586171143e-03	3.000000000000000000e+01	4.137958949028427286e-02	8.943836789834427834e+08	8.643955805523122482e-01	1.541588763302460663e+01	8.943836789834427834e+08	2.486774516239904642e-01	5.000000000000000000e+00	1.800337173949343139e+01	2.950722720125592780e+00	0.000000000000000000e+00	5.699297554255148279e-01	3.348401216660143831e+01
4.993100917936028509e+02	7.065590780655341963e-01	2.152751954153359765e-02	8.943836789896160364e+08	1.474175492758096695e+01	1.000000000000000000e+02	0.000000000000000000e+00	4.097633314342097322e-03	2.017121611710704698e+00	2.336436478010120155e+01	2.706966666974492508e+00	2.697994769996610671e+02	1.000000000000000000e+00	-1.717533178281323014e+00	5.584411342881769914e-03	1.412250096235173613e+00	1.000000000000000000e+00	1.150438464887350909e+00	5.651665790031221377e+02	1.876724937194638443e+01	1.003861427307128906e-02	2.523106147960957557e+00	3.942370414733886719e-03	1.192903426294586211e+02	1.442652337779409155e+00	6.450195777527336638e-01	8.943836789795774221e+08	1.264314329195083353e+00	1.268143046856748946e-01	5.794502126773156760e+02	-6.096243858337402344e-03	1.237670356411458839e+00	-1.003861427307128906e-02	2.649920452646632452e+00	2.978091729301818313e-01	-5.101264160508112155e-02	1.760767593740024779e+02	7.861724329100768793e-01	8.943836789997634888e+08	2.577422364866550630e+00	6.845462346569460843e-01	3.351763393034454452e+01	5.197957824753099203e+02	1.166102564846738687e+00	2.600000000000000000e+05	9.661201225136558435e+01	-5.511027491942277479e-02	7.000000000000000000e+00	-3.942370414733886719e-03	1.175204551421545229e+00	2.322968558186468968e+01	6.096243858337402344e-03	1.428363367419357743e+01	5.659705294796282815e-02	3.000000000000000000e+01	1.486778028539836741e-03	8.943836789835197926e+08	8.763818531228173558e-01	1.548768030547530294e+01	8.943836789835197926e+08	2.489149193515956260e-01	5.000000000000000000e+00	1.897943372090149339e+01	2.959529908784626517e+00	0.000000000000000000e+00	5.706755706211930068e-01	3.362058531605421763e+01
3.401032236726937299e+02	8.986177177639264047e-01	2.554323612277484279e-02	8.943836789896535873e+08	1.571834794999249496e+01	1.000000000000000000e+02	0.000000000000000000e+00	7.719815495856563459e-02	5.265622680715759785e+00	2.427833611184836471e+01	2.703736749408732987e+00	2.690071215082352865e+02	1.000000000000000000e+00	-2.815725918857904908e+00	4.441369522122142616e-02	1.381984942153418938e+00	1.000000000000000000e+00	1.145944420379468864e+00	5.640683862625455731e+02	1.872710952533368101e+01	9.920001029968261719e-03	2.509760125180962032e+00	4.041314125061035156e-03	1.203247994701259813e+02	1.417285309848962838e+00	6.557167237849577113e-01	8.943836789797335863e+08	1.286451439559770149e+00	1.266345719657220315e-01	5.788386116339358978e+02	-5.878686904907226562e-03	1.254409754993265125e+00	-9.920001029968261719e-03	2.636394697146684063e+00	2.572081001623864882e-01	5.488818287081054237e-02	1.747364652841843338e+02	4.541876755261617937e-01	8.943836789998593330e+08	2.573867520669983922e+00	6.856881484626855539e-01	3.485058046935263576e+01	5.810013193273073284e+02	1.155330656081781315e+00	2.605000000000000000e+05	1.149767718391940718e+02	-2.230997208775509222e-02	7.000000000000000000e+00	-4.041314125061035156e-03	1.175215549292797812e+00	2.323178198860098220e+01	5.878686904907226562e-03	1.477022537139029801e+01	-1.047448764958894621e-02	3.000000000000000000e+01	-3.278445973734420843e-02	8.943836789837749004e+08	9.076869918992278574e-01	1.551507890172485382e+01	8.943836789837749004e+08	2.494146015366438263e-01	5.000000000000000000e+00	1.944373658569540098e+01	2.954887656775082583e+00	0.000000000000000000e+00	5.634129041981528196e-01	3.361062714057267442e+01
-1.266158671301234619e+02	7.299398281984276204e-01	2.406863226566138478e-02	8.943836789896247387e+08	1.373934274096307284e+01	1.000000000000000000e+02	0.000000000000000000e+00	-1.474547420377003704e-03	4.146156168585815038e-01	2.120422669197945353e+01	2.703247612498570263e+00	2.669785007242035135e+02	1.000000000000000000e+00	-7.133680379338139588e+00	1.636453603563091733e-02	1.379813275372604675e+00	1.000000000000000000e+00	1.147578740196830926e+00	5.597504318020653500e+02	1.873587667035519999e+01	9.888887405395507812e-03	2.512854150141908605e+00	3.924965858459472656e-03	1.184524127303707530e+02	1.413023493692825650e+00	6.503310447736343480e-01	8.943836789797358513e+08	1.290224118805744613e+00	1.268591730929546912e-01	5.743329745006418534e+02	-5.963921546936035156e-03	1.259900047862258843e+00	-9.888887405395507812e-03	2.639713323234863296e+00	1.973432629517141601e+00	4.869917112119548364e-02	1.743195183474910834e+02	7.525624136555142396e-01	8.943836789998910427e+08	2.573335112618915232e+00	6.858469511524561968e-01	3.057460170131373900e+01	5.145904940849212608e+02	1.167999193454568152e+00	2.610000000000000000e+05	1.082206669526960923e+02	5.017371854157293143e-02	7.000000000000000000e+00	-3.924965858459472656e-03	1.175199390890519391e+00	2.319661945835903794e+01	5.963921546936035156e-03	1.458254269857653718e+01	-3.233463508556477795e-02	3.000000000000000000e+01	1.783908345600810144e-02	8.943836789836609364e+08	9.130945979063982421e-01	1.549917622673794071e+01	8.943836789836608171e+08	2.494841057771475801e-01	5.000000000000000000e+00	1.721677962440910648e+01	2.952770136135760559e+00	0.000000000000000000e+00	5.754000639526262173e-01	3.359499418613575017e+01
4.753724355798879628e+02	9.191658197291280308e-01	2.568573523392780888e-02	8.943836789897828102e+08	1.602968153878364177e+01	1.000000000000000000e+02	0.000000000000000000e+00	-1.053846600759138497e-01	6.189661900891570312e+00	2.475414802527435754e+01	2.700105873172447879e+00	2.678883161111848494e+02	1.000000000000000000e+00	-9.725556231478467595e+00	-6.562989607736938180e-02	1.323400518130311010e+00	1.000000000000000000e+00	1.145836837848691170e+00	5.571585559499250166e+02	1.868749764747925113e+01	1.004600524902343750e-02	2.505500235292939859e+00	3.784894943237304688e-03	1.165401534080419168e+02	1.357393033447448882e+00	6.354102992816446083e-01	8.943836789797368050e+08	1.342712839724999219e+00	1.269882359995229137e-01	5.718593883170110530e+02	-6.261110305786132812e-03	1.309087953162151763e+00	-1.004600524902343750e-02	2.632488471292462773e+00	2.414641016140057772e+00	-1.940838056688889424e-01	1.727300864306982362e+02	4.048390064609152517e-01	8.943836789999705553e+08	2.569855850965217847e+00	6.870085261695386691e-01	3.571791948597142863e+01	5.356594866028273145e+02	1.183152434894713112e+00	2.615000000000000000e+05	1.156304138929943264e+02	-8.869914559297553680e-02	7.000000000000000000e+00	-3.784894943237304688e-03	1.175268499486953555e+00	2.321737506585079913e+01	6.261110305786132812e-03	1.470083236708605057e+01	1.284539095915197271e-01	3.000000000000000000e+01	3.975476399854423887e-02	8.943836789835216999e+08	9.891850087920625034e-01	1.541209144919895735e+01	8.943836789835216999e+08	2.499926100415777730e-01	5.000000000000000000e+00	2.015071308203066991e+01	2.958943483527797902e+00	0.000000000000000000e+00	5.857166747369378923e-01	3.345781219486905655e+01
2.759474323969764669e+02	7.768071298250447398e-01	2.347401784305602757e-02	8.943836789896659851e+08	1.496996659350914172e+01	1.000000000000000000e+02	0.000000000000000000e+00	2.680812669977550300e-02	5.050308067428529668e+00	2.294482188710575343e+01	2.705330252062769780e+00	2.693235113807602374e+02	1.000000000000000000e+00	-2.408806539660619528e+00	1.478441499484039676e-02	1.398264378961104226e+00	1.000000000000000000e+00	1.148233310512962291e+00	5.644753056417428070e+02	1.872298456801087596e+01	9.951233863830566406e-03	2.516555690837404935e+00	3.967046737670898438e-03	1.199347512473692632e+02	1.431087261942147082e+00	6.501339316345473573e-01	8.943836789797147512e+08	1.274242990120622920e+00	1.267261169061666415e-01	5.790068924675174458e+02	-5.984187126159667969e-03	1.245017428782467350e+00	-9.951233863830566406e-03	2.643281807743571576e+00	4.773577119244570288e-01	1.272255625347185060e-02	1.752170430136133632e+02	6.812166382268239895e-01	8.943836789998720884e+08	2.575629364027166801e+00	6.851056701184984332e-01	3.307024681514540987e+01	5.260810883029863589e+02	1.163426047745877989e+00	2.620000000000000000e+05	1.055004311376092403e+02	-1.408557044630365240e-02	7.000000000000000000e+00	-3.967046737670898438e-03	1.175186959731934877e+00	2.321196641868360544e+01	5.984187126159667969e-03	1.453158682577464056e+01	2.061858741368758231e-03	3.000000000000000000e+01	-1.202371170493497440e-02	8.943836789836817980e+08	8.904020209021574761e-01	1.549670754562877484e+01	8.943836789836817980e+08	2.491596953724476982e-01	5.000000000000000000e+00	1.852232364399369757e+01	2.955797285019768683e+00	0.000000000000000000e+00	5.700496798067078430e-01	3.360410111424194213e+01
-2.117916381857670416e+01	8.671314563395731145e-01	2.592310366283322176e-02	8.943836789894317389e+08	1.499335697771714138e+01	1.000000000000000000e+02	0.000000000000000000e+00	-1.893465838678221047e-03	3.980171260572074488e+00	2.328855100534109823e+01	2.707380022853690171e+00	2.695784256270651440e+02	1.000000000000000000e+00	-1.352286649889718806e+00	-3.958080883211439853e-03	1.408923038953784790e+00	1.000000000000000000e+00	1.145508827257253559e+00	5.655318255315137321e+02	1.875903820293269675e+01	9.962081909179687500e-03	2.512738930069012611e+00	3.931999206542968750e-03	1.200054565836267813e+02	1.445446696945537512e+00	6.476401680214345369e-01	8.943836789794696569e+08	1.261933325908152881e+00	1.262308067344419804e-01	5.803865419614343182e+02	-6.030082702636718750e-03	1.230046697849670245e+00	-9.962081909179687500e-03	2.638969736803454591e+00	1.431127576923957090e+00	-5.182419843145513738e-02	1.759479433208218495e+02	5.213824145364215346e-01	8.943836789996404648e+08	2.577876921830827950e+00	6.844009948572917779e-01	3.345826066212816130e+01	4.620854363032066203e+02	1.167236308353065022e+00	2.625000000000000000e+05	1.167195186935230424e+02	-4.993073259277736042e-02	7.000000000000000000e+00	-3.931999206542968750e-03	1.175203971332933639e+00	2.321990243161353362e+01	6.030082702636718750e-03	1.485471642992053809e+01	4.786611754824390830e-02	3.000000000000000000e+01	-2.064615044533423503e-03	8.943836789834016562e+08	8.730403746985773150e-01	1.551836110776288891e+01	8.943836789834016562e+08	2.488513783584923034e-01	5.000000000000000000e+00	1.876959896069385181e+01	2.956065218512536230e+00	0.000000000000000000e+00	5.732403191561469269e-01	3.363173717134344543e+01
