3500.14398 0 
3500.94498 0 
3501.94498 0 
3502.54498 0 
3502.94498 0 
3503.94498 2.1815e-19 
3504.14498 2.7824e-19 
3504.94498 2.7824e-19 
3505.54498 5.3657e-19 
3505.74498 5.3657e-19 
3506.74598 5.3657e-19 
3507.34598 2.7824e-19 
3507.54598 5.3657e-19 
3507.94598 5.8887e-19 
3508.34598 5.8887e-19 
3509.54598 5.8887e-19 
3509.74598 5.8887e-19 
3510.94598 5.8887e-19 
3511.54598 5.8887e-19 
3511.74598 9.053e-19 
3512.74698 1.07e-18 
3513.14698 9.053e-19 
3513.54698 1.07e-18 
3514.34698 2.1658e-18 
3514.54698 2.1658e-18 
3515.14698 1.07e-18 
3515.54698 1.07e-18 
3515.94698 2.1115e-18 
3516.14698 2.1115e-18 
3516.34698 1.7148e-18 
3516.74698 2.1115e-18 
3516.94698 2.1658e-18 
3517.14698 2.1658e-18 
3517.34798 2.1115e-18 
3517.74798 2.1115e-18 
3520.34798 1.7763e-18 
3520.94798 1.7763e-18 
3521.14798 1.7372e-18 
3521.34798 1.7372e-18 
3521.94798 1.7148e-18 
3522.14798 1.7148e-18 
3522.34798 1.6082e-18 
3522.54798 1.6082e-18 
3522.94898 1.233e-18 
3523.14898 1.233e-18 
3523.54898 1.233e-18 
3525.14898 1.6082e-18 
3525.74898 1.7148e-18 
3526.54898 1.6082e-18 
3526.94898 1.233e-18 
3527.34898 1.6082e-18 
3528.14998 1.5086e-18 
3528.54998 1.4826e-18 
3529.94998 1.233e-18 
3530.34998 1.4826e-18 
3530.74998 1.4826e-18 
3531.14998 1.4826e-18 
3532.34998 1.4826e-18 
3532.74998 1.5086e-18 
3532.94998 1.4826e-18 
3533.54998 1.5086e-18 
3533.95098 1.5086e-18 
3534.15098 1.5086e-18 
3535.15098 1.5086e-18 
3535.55098 1.5086e-18 
3535.75098 1.4826e-18 
3536.15098 1.4826e-18 
3536.75098 1.4826e-18 
3537.55098 1.4826e-18 
3538.15098 1.5086e-18 
3538.75098 2.493e-18 
3538.95098 3.0498e-18 
3539.55198 3.0498e-18 
3539.95198 3.0498e-18 
3540.35198 3.0498e-18 
3540.55198 1.3947e-18 
3540.75198 7.8725e-19 
3541.75198 1.3947e-18 
3541.95198 1.3947e-18 
3542.35198 1.3947e-18 
3543.15198 1.3947e-18 
3543.55198 1.3947e-18 
3543.75198 1.3947e-18 
3544.75298 3.2246e-18 
3545.15298 3.3356e-18 
3545.55298 3.3356e-18 
3546.75298 3.4777e-18 
3547.75298 3.5493e-18 
3547.95298 3.5493e-18 
3548.35298 3.4777e-18 
3548.95298 3.3356e-18 
3549.35298 3.3103e-18 
3549.95398 3.3103e-18 
3550.15398 3.3103e-18 
3550.75398 3.3103e-18 
3551.55398 3.3103e-18 
3552.15398 3.3356e-18 
3552.35398 3.3356e-18 
3552.55398 3.3103e-18 
3552.95398 3.2246e-18 
3553.35398 3.0614e-18 
3553.55398 3.0614e-18 
3554.35398 2.5868e-18 
3554.75398 2.5868e-18 
3555.15398 1.8233e-18 
3555.55498 1.0713e-18 
3555.75498 1.0713e-18 
3556.15498 9.6818e-19 
3556.35498 1.2531e-19 
3556.55498 1.2531e-19 
3557.35498 1.2531e-19 
3558.35498 1.1727e-19 
3559.15498 1.1727e-19 
3559.35498 1.1727e-19 
3559.75498 1.2531e-19 
3560.35498 1.2531e-19 
3561.15598 1.1727e-19 
3561.55598 1.1727e-19 
3562.35598 9.6818e-19 
3562.55598 1.1727e-19 
3562.75598 9.6818e-19 
3562.95598 1.0713e-18 
3563.95598 1.0713e-18 
3564.15598 1.059e-18 
3564.55598 1.059e-18 
3564.95598 1.059e-18 
3565.35598 1.059e-18 
3565.55598 1.059e-18 
3565.75598 1.059e-18 
3565.95598 1.059e-18 
3566.15598 1.059e-18 
3566.35698 1.059e-18 
3566.95698 1.5884e-18 
3567.55698 2.0165e-18 
3567.95698 1.5884e-18 
3568.15698 1.127e-18 
3569.15698 1.127e-18 
3569.35698 1.127e-18 
3571.55698 1.127e-18 
3572.15798 1.127e-18 
3572.35798 1.127e-18 
3572.75798 1.0921e-18 
3573.55798 1.059e-18 
3573.75798 1.0921e-18 
3574.15798 1.127e-18 
3574.55798 1.127e-18 
3574.75798 1.127e-18 
3575.15798 2.9695e-18 
