3.332110595703099989e+03 -2.469675200000000129e-17
3.336185123448260128e+03 3.948225600000000436e-17
3.340259651193419813e+03 -2.800624000000000329e-17
3.344334178938579953e+03 3.280715200000000090e-17
3.348408706683740093e+03 8.028249600000000906e-17
3.352483234428899777e+03 1.433816159999999997e-16
3.356557762174059917e+03 1.467025120000000037e-16
3.360632289919220057e+03 1.005965920000000099e-16
3.364706817664380196e+03 9.434649600000000448e-17
3.368781345409529877e+03 2.152568000000000301e-17
3.372855873154700021e+03 2.709990399999999973e-17
3.376930400899850156e+03 -7.795945599999999249e-18
3.381004928645009841e+03 9.620718399999999614e-17
3.385079456390169980e+03 2.332785600000000287e-16
3.389153984135330120e+03 1.230148799999999853e-16
3.393228511880489805e+03 1.133907679999999993e-16
3.397303039625649944e+03 1.177230399999999880e-16
3.401377567370810084e+03 3.299801600000000103e-17
3.405452095115970224e+03 3.130564800000000203e-17
3.409526622861129908e+03 1.624339199999999869e-17
3.413601150606290048e+03 3.685600000000000172e-17
3.417675678351450188e+03 1.143015040000000088e-17
3.421750206096599868e+03 1.677254400000000232e-17
3.425824733841760008e+03 4.855772800000000029e-17
3.429899261586920147e+03 1.284911840000000102e-17
3.433973789332079832e+03 6.704172799999999530e-17
3.438048317077239972e+03 6.514873600000000925e-17
3.442122844822400111e+03 4.651952000000000220e-17
3.446197372567559796e+03 3.076816000000000346e-17
3.450271900312719936e+03 3.848156800000000351e-17
3.454346428057880075e+03 1.697428800000000035e-17
3.458420955803040215e+03 5.230116800000000353e-17
3.462495483548189895e+03 5.186910399999999887e-17
3.466570011293350035e+03 6.476932799999999806e-17
3.470644539038510175e+03 3.967419200000000500e-17
3.474719066783669859e+03 4.202318400000000157e-17
3.478793594528829999e+03 4.538473599999999639e-17
3.482868122273990139e+03 5.030556800000000469e-17
3.486942650019149823e+03 6.841342400000000360e-17
3.491017177764309963e+03 2.624654399999999983e-17
3.495091705509470103e+03 4.282088000000000044e-17
3.499166233254629788e+03 4.570347200000000163e-17
3.503240760999789927e+03 -3.129211199999999960e-18
3.507315288744950067e+03 3.127294399999999952e-17
3.511389816490100202e+03 2.894520000000000218e-17
3.515464344235259887e+03 7.403340800000000462e-17
3.519538871980420026e+03 4.271401600000000079e-17
3.523613399725580166e+03 2.442558400000000209e-17
3.527687927470739851e+03 3.614574400000000028e-17
3.531762455215899990e+03 5.129857599999999543e-17
3.535836982961060130e+03 4.552336000000000950e-17
3.539911510706219815e+03 5.074225600000000146e-17
3.543986038451379954e+03 -2.092841600000000171e-17
3.548060566196540094e+03 3.455824000000000355e-17
3.552135093941699779e+03 6.051273600000000403e-17
3.556209621686859919e+03 5.849012800000000145e-17
3.560284149432010054e+03 3.195998400000000107e-17
3.564358677177170193e+03 7.782003200000000940e-17
3.568433204922329878e+03 7.738979200000000175e-17
3.572507732667490018e+03 1.153375840000000126e-16
3.576582260412650157e+03 1.062838240000000051e-16
3.580656788157809842e+03 9.533646400000000020e-17
3.584731315902969982e+03 5.200972800000000318e-17
3.588805843648130121e+03 4.502168000000000802e-17
3.592880371393289806e+03 8.226099200000000091e-17
3.596954899138449946e+03 6.416340800000000398e-17
3.601029426883610085e+03 5.640732799999999895e-17
3.605103954628760221e+03 6.741868800000000597e-17
3.609178482373919906e+03 3.930134400000000219e-17
3.613253010119080045e+03 4.187611200000000199e-17
3.617327537864240185e+03 5.800702400000000326e-17
3.621402065609399870e+03 4.490185600000000594e-17
3.625476593354560009e+03 3.777363200000000346e-17
3.629551121099720149e+03 8.767374399999999912e-17
3.633625648844879834e+03 7.614660800000000659e-17
3.637700176590039973e+03 4.043323199999999815e-17
3.641774704335200113e+03 1.188538720000000095e-17
3.645849232080359798e+03 5.818203199999999727e-17
3.649923759825509933e+03 6.911008000000000073e-17
3.653998287570670072e+03 3.087561600000000376e-17
3.658072815315830212e+03 4.880142400000000657e-17
3.662147343060989897e+03 8.086235200000000694e-17
3.666221870806150037e+03 6.211353599999999939e-17
3.670296398551310176e+03 8.615371200000000434e-17
3.674370926296469861e+03 7.842822400000000365e-17
3.678445454041630001e+03 7.045246400000000843e-17
3.682519981786790140e+03 6.371915200000001022e-17
3.686594509531949825e+03 5.546996800000000165e-17
3.690669037277109965e+03 7.254129600000001207e-17
3.694743565022260100e+03 5.322008000000000285e-17
3.698818092767419785e+03 5.818849599999999705e-17
3.702892620512579924e+03 6.673371200000001369e-17
3.706967148257740064e+03 5.948161599999999468e-17
3.711041676002900203e+03 7.770539200000000337e-17
3.715116203748059888e+03 8.253779199999999931e-17
3.719190731493220028e+03 8.516273600000000768e-17
3.723265259238380168e+03 7.065430400000000581e-17
3.727339786983539852e+03 7.624528000000000572e-17
3.731414314728699992e+03 7.917704000000000221e-17
3.735488842473860132e+03 7.955788800000000066e-17
3.739563370219019816e+03 6.466547200000000288e-17
3.743637897964169952e+03 8.635702400000001033e-17
3.747712425709330091e+03 7.865587200000001127e-17
3.751786953454489776e+03 6.705259200000000409e-17
3.755861481199649916e+03 8.666163200000000402e-17
3.759936008944810055e+03 8.107438400000000837e-17
3.764010536689970195e+03 9.297496000000000436e-17
3.768085064435129880e+03 7.117104000000000336e-17
3.772159592180290019e+03 6.884692799999999553e-17
3.776234119925450159e+03 7.000814399999999660e-17
3.780308647670609844e+03 7.577108800000000784e-17
3.784383175415769983e+03 7.439537600000000029e-17
3.788457703160920119e+03 8.925768000000000591e-17
3.792532230906079803e+03 1.031112640000000122e-16
3.796606758651239943e+03 8.595327999999999751e-17
3.800681286396400083e+03 6.935895999999999690e-17
3.804755814141560222e+03 8.986518400000000323e-17
3.808830341886719907e+03 9.904204800000000161e-17
3.812904869631880047e+03 9.659393600000000891e-17
3.816979397377040186e+03 9.064950399999999937e-17
3.821053925122199871e+03 8.285388800000000531e-17
3.825128452867360011e+03 9.666495999999999628e-17
3.829202980612520150e+03 8.694526400000000744e-17
3.833277508357669831e+03 6.657356800000001088e-17
3.837352036102829970e+03 8.183515200000000226e-17
3.841426563847990110e+03 9.664916800000000206e-17
3.845501091593149795e+03 6.895515200000000300e-17
3.849575619338309934e+03 1.045534880000000035e-16
3.853650147083470074e+03 9.702164800000000579e-17
3.857724674828630214e+03 1.011351040000000016e-16
