# radius mass k_2
1.310108321367686202e+01 3.608749514002762560e-01 5.331198112954192714e-02
1.301119283171229668e+01 3.698877043918430974e-01 5.536163063406795981e-02
1.292603144125970793e+01 3.791265640111282087e-01 5.740085213372141809e-02
1.284537176736449915e+01 3.885932835014548337e-01 5.942771543406617785e-02
1.276899232286766939e+01 3.982897885061587040e-01 6.143260876393741299e-02
1.269667798293474625e+01 4.082183482602971258e-01 6.341210835387291189e-02
1.262821910716328233e+01 4.183822136829158378e-01 6.536240053761041557e-02
1.256340976833158685e+01 4.287865791906859680e-01 6.727777990296013311e-02
1.250205826396718933e+01 4.394375900614411190e-01 6.916177288329529438e-02
1.244399321062587838e+01 4.503407008053513239e-01 7.101029204440512110e-02
1.238905529088245494e+01 4.615007826696645443e-01 7.281959295585142822e-02
1.233710077864554222e+01 4.729211968943125566e-01 7.458725854824285739e-02
1.228799230612721338e+01 4.846048145830612608e-01 7.630937631897855011e-02
1.224159674298212330e+01 4.965549274485367426e-01 7.798145734399955509e-02
1.219778796449123170e+01 5.087743333699191739e-01 7.960149998577518982e-02
1.215644449695554030e+01 5.212665186433325104e-01 8.116583783786970874e-02
1.211745061023080261e+01 5.340349669273902755e-01 8.266955448538414186e-02
1.208070019693664854e+01 5.470813892963776182e-01 8.411408080094276429e-02
1.204609068037902553e+01 5.604062723087898101e-01 8.549337900861903039e-02
1.201352068521980065e+01 5.740093748145886909e-01 8.680568812678754465e-02
1.198288788572709684e+01 5.878927675466621983e-01 8.804784532712871259e-02
1.195409368581744403e+01 6.020613649542229107e-01 8.921856254180150769e-02
1.192705045834829214e+01 6.165188282556094412e-01 9.031577528692474877e-02
1.190167635227887466e+01 6.312660966037879628e-01 9.134004724253477758e-02
1.187789166052976952e+01 6.463008981538090891e-01 9.228808054348340562e-02
1.185561556809599182e+01 6.616211080207142770e-01 9.315903005290562811e-02
1.183476779094260500e+01 6.772262075942502291e-01 9.394815855513384550e-02
1.181527108138083904e+01 6.931162597444215923e-01 9.466050392843752825e-02
1.179705145836098623e+01 7.092920843108890816e-01 9.529361230350824608e-02
1.178003876554351947e+01 7.257540017390168297e-01 9.584605815289551356e-02
1.176416628378574103e+01 7.425024089706655506e-01 9.632023303007813952e-02
1.174937029670058131e+01 7.595368282387732206e-01 9.671471525236745304e-02
1.173558980897117010e+01 7.768546575384983610e-01 9.703192010753070029e-02
1.172276369799753404e+01 7.944516366239252614e-01 9.727152941617656090e-02
1.171083094819728032e+01 8.123221664066385683e-01 9.743587172264701890e-02
1.169973072052209240e+01 8.304615637465498912e-01 9.752199332504776774e-02
1.168940408489959992e+01 8.488650468121088366e-01 9.752897393054604791e-02
1.167979384125941600e+01 8.675279906332852287e-01 9.745622400522152562e-02
1.167084446930960873e+01 8.864444090934707754e-01 9.730735975488701006e-02
1.166250118549082337e+01 9.056068580201009910e-01 9.708102488034661692e-02
1.165470904809920327e+01 9.250069352070329209e-01 9.678034924768201541e-02
1.164741443280644972e+01 9.446373153937830391e-01 9.640571891492616396e-02
1.164056626488516422e+01 9.644922284134860302e-01 9.595992483851624455e-02
1.163411682145265580e+01 9.845657193329783174e-01 9.544410364300855154e-02
1.162801998331073072e+01 1.004850334185712013e+00 9.486104875923154212e-02
1.162222999046419680e+01 1.025335350330734530e+00 9.421344588575684964e-02
1.161669956955386596e+01 1.046008676796063908e+00 9.350186786476684386e-02
1.161138300022868997e+01 1.066861842923898962e+00 9.272996969328237138e-02
1.160624066604234450e+01 1.087890006553605238e+00 9.189947727971249647e-02
1.160123511713612032e+01 1.109082306274987495e+00 9.101317844488723829e-02
1.159632361051905747e+01 1.130420788651020025e+00 9.007307808648115643e-02
1.159146213232913425e+01 1.151891586418028801e+00 8.908185445679732417e-02
1.158661367707855305e+01 1.173486942099861485e+00 8.804180008667004953e-02
1.158174320858893935e+01 1.195193881906625677e+00 8.695437697791717768e-02
1.157681171235669559e+01 1.216993871372819447e+00 8.582167510965275914e-02
1.157178099717122599e+01 1.238873487565061327e+00 8.464487343774128314e-02
1.156661928430478170e+01 1.260823838475464420e+00 8.342449961567340033e-02
1.156129718599005152e+01 1.282833527476038737e+00 8.216148117654541172e-02
1.155578439661751489e+01 1.304885242184356864e+00 8.085600892759862990e-02
1.155004747350211680e+01 1.326958127523294007e+00 7.952272303489907324e-02
1.154405402417589599e+01 1.349035443093840492e+00 7.817166495717309260e-02
1.153777684431982209e+01 1.371109994631431794e+00 7.680794655993498921e-02
1.153119117459097964e+01 1.393174338848676364e+00 7.543626424946722753e-02
1.152427298465283734e+01 1.415209930356321033e+00 7.405162313099711291e-02
1.151699821904921350e+01 1.437195343629959821e+00 7.265342109945595317e-02
1.150934306976246901e+01 1.459110129413427881e+00 7.124493746414169160e-02
1.150128425671523047e+01 1.480935865781168204e+00 6.982736298125694074e-02
1.149279968517714501e+01 1.502657218271086892e+00 6.840471611926318696e-02
1.148386932003823979e+01 1.524262104849069210e+00 6.697864102210729365e-02
1.147447649430434780e+01 1.545738351617587991e+00 6.554994461575702758e-02
1.146460745043604668e+01 1.567070600227450372e+00 6.412245492690304971e-02
1.145424776374786902e+01 1.588242112095139102e+00 6.269744243049524268e-02
1.144338151014413540e+01 1.609234327217914595e+00 6.127835968300936187e-02
1.143199301285303982e+01 1.630029332292858735e+00 5.986356890945896542e-02
1.142006826603545377e+01 1.650613584362742303e+00 5.845828071644142143e-02
1.140759694858898143e+01 1.670975705172870640e+00 5.706214270665459914e-02
1.139457230773933283e+01 1.691102928550130446e+00 5.567672942769111288e-02
1.138098675295317719e+01 1.710981313414280836e+00 5.430386675032474603e-02
1.136683275350429945e+01 1.730594212606711757e+00 5.294535848756012908e-02
1.135210281280755140e+01 1.749924621869529684e+00 5.160338303208474031e-02
1.133678907582430995e+01 1.768957850996915049e+00 5.027897296172715441e-02
1.132088534448392814e+01 1.787680767726295805e+00 4.897328949284407429e-02
1.130438674499947105e+01 1.806083645583051789e+00 4.768735911412723405e-02
1.128729176889644314e+01 1.824159317421503390e+00 4.642180271124896757e-02
1.126960260942819403e+01 1.841898211606563640e+00 4.517734522562217442e-02
1.125132126819598533e+01 1.859288401635668331e+00 4.395515476968621382e-02
1.123244809808072198e+01 1.876315537972472969e+00 4.275583904063263302e-02
1.121298212066149524e+01 1.892967789908981846e+00 4.158008818953904534e-02
1.119292412432577777e+01 1.909238071230186184e+00 4.042880796423117817e-02
1.117227842243972624e+01 1.925119887017441522e+00 3.930144971559182410e-02
1.115105054901011528e+01 1.940606154091439661e+00 3.819900268865832754e-02
1.112924600283921706e+01 1.955687786895806246e+00 3.712248921612206626e-02
1.110687035904928699e+01 1.970356855200178670e+00 3.607120995901930138e-02
1.108392897514549880e+01 1.984607413347521998e+00 3.504534758068585804e-02
1.106042922906678250e+01 1.998434729783582053e+00 3.404441242235975440e-02
1.103637854073852864e+01 2.011835340226737490e+00 3.306864256542531993e-02
1.101178721082441214e+01 2.024805346583447019e+00 3.211794224205737069e-02
1.098666490660190220e+01 2.037341126132342417e+00 3.119209393680046419e-02
1.096102410392273185e+01 2.049437851822277334e+00 3.029116083263839673e-02
1.093487601950634769e+01 2.061089665237584523e+00 2.941500169898186162e-02
1.090822934356816631e+01 2.072291754759547633e+00 2.856362179484810832e-02
1.088109007174996101e+01 2.083044944891472294e+00 2.773622968620099993e-02
1.085346711173594869e+01 2.093354979008255068e+00 2.693250374461511609e-02
1.082537550866987175e+01 2.103226924010755727e+00 2.615179563380042385e-02
1.079683460254109306e+01 2.112660815133715175e+00 2.539388729599055192e-02
1.076786758383951259e+01 2.121650819771384366e+00 2.465884823214773217e-02
1.073849039407408235e+01 2.130188528255039682e+00 2.394617966297829526e-02
1.070870928889585905e+01 2.138271580318081622e+00 2.325602909050549297e-02
1.067852713536134601e+01 2.145906671355652051e+00 2.258775046915808410e-02
1.064794988777645379e+01 2.153105570694221704e+00 2.194015803659105437e-02
1.061699542998032264e+01 2.159878200806228055e+00 2.131319155772765789e-02
1.058569021452418646e+01 2.166227348930923391e+00 2.070609750862128715e-02
1.055405866472304410e+01 2.172150442303339979e+00 2.011910246046991896e-02
1.052211535258834374e+01 2.177647826886460081e+00 1.955173429905875809e-02
1.048987408327419857e+01 2.182723322313818493e+00 1.900327658158054711e-02
1.045734891528721278e+01 2.187380506319574369e+00 1.847376051227085994e-02
1.042454707291977556e+01 2.191625858939750149e+00 1.796222399670568959e-02
1.039147864841588920e+01 2.195470729717037273e+00 1.746818222926376299e-02
1.035816907011266430e+01 2.198921846657315715e+00 1.699106800655833180e-02
1.032464043223735928e+01 2.201980651716212378e+00 1.653076532910368809e-02
1.029089874798070170e+01 2.204654744477243522e+00 1.608669081167413833e-02
1.025695892943057075e+01 2.206955009566305304e+00 1.565825392127999025e-02
1.022284788007907430e+01 2.208886395396695956e+00 1.524518151422325253e-02
1.018858740637108262e+01 2.210451655792774250e+00 1.484712789553919304e-02
1.015418091777080178e+01 2.211657919771164327e+00 1.446339468444241168e-02
1.011962991404711687e+01 2.212518390187206752e+00 1.409323731245342923e-02
1.008496789214319733e+01 2.213042451488888673e+00 1.373640952755189083e-02
1.005022217329756451e+01 2.213231535520132631e+00 1.339323708888066726e-02
1.001539217239188417e+01 2.213093985566576993e+00 1.306219808505742347e-02
9.980491596969494950e+00 2.212641140755655655e+00 1.274345734258136749e-02
9.945548580708328146e+00 2.211879202186251003e+00 1.243674301102460668e-02
9.910579106888917522e+00 2.210813971674583378e+00 1.214140083081372175e-02
9.875587298173869044e+00 2.209453928269676570e+00 1.185720335203715829e-02
9.840582957792902263e+00 2.207809483245865234e+00 1.158345970428290711e-02
9.805589521107950901e+00 2.205889466591870463e+00 1.132038426912721288e-02
9.770631295037102149e+00 2.203700334445605424e+00 1.106720238361686218e-02
9.735711375745466967e+00 2.201249055492278117e+00 1.082368528814640386e-02
9.700832391928134513e+00 2.198546175883065334e+00 1.058933524320900682e-02
9.666016251520698432e+00 2.195601740526133661e+00 1.036381741253083501e-02
9.631289018498387478e+00 2.192423144326049123e+00 1.014710406116379159e-02
9.596660694596689467e+00 2.189017198617026594e+00 9.939046993164531510e-03
9.562143171004807485e+00 2.185392534480986804e+00 9.739525763662076896e-03
9.527749352410957329e+00 2.181556541991418907e+00 9.547497015517828617e-03
9.493485833604099255e+00 2.177518062028488188e+00 9.363505175377564299e-03
9.459376971286772573e+00 2.173285686591645227e+00 9.186891170939587986e-03
9.425434433141422375e+00 2.168866009144637452e+00 9.017537291261128879e-03
9.391659238145249944e+00 2.164266772494925384e+00 8.854816773220917578e-03
9.358069367847127396e+00 2.159497094534827966e+00 8.699130770072630026e-03
9.324687210460517406e+00 2.154564732741403255e+00 8.549863465019609185e-03
9.291520127168627852e+00 2.149475843055714375e+00 8.406761531981707392e-03
9.258568121262372941e+00 2.144237662214310891e+00 8.269731148857388872e-03
9.225846324992092562e+00 2.138858744237898346e+00 8.138537679139485476e-03
9.193368726399336666e+00 2.133346444376786000e+00 8.012995966331223560e-03
9.161143866216010068e+00 2.127708235138248583e+00 7.892797693393242137e-03
9.129190250780448324e+00 2.121951923077189939e+00 7.777933467573819835e-03
9.097517403639512779e+00 2.116083707305185690e+00 7.668271839148472872e-03
9.066130373355159477e+00 2.110110131810230882e+00 7.563459293685047442e-03
9.035046531932243496e+00 2.104039037960666381e+00 7.463531754387390041e-03
9.004274969543240914e+00 2.097876288769767950e+00 7.368297405397065090e-03
8.973813216263570425e+00 2.091627154477886830e+00 7.277515075293231744e-03
8.943677084762914120e+00 2.085299867904696569e+00 7.191064457393790861e-03
