# radius mass k_2
1.135704833780578937e+01 1.406987586277782754e+00 7.987711014386406072e-02
1.134194509726030908e+01 1.420989394785405979e+00 7.849118175716722490e-02
1.132642088764346333e+01 1.434908130456716613e+00 7.710760998269325373e-02
1.131048005905846665e+01 1.448736505064089686e+00 7.572767718189733765e-02
1.129412732851123558e+01 1.462467524717098177e+00 7.435273665879188476e-02
1.127736740110602476e+01 1.476094646826169754e+00 7.298413643070926493e-02
1.126020491005237645e+01 1.489611763182112414e+00 7.162303504587085035e-02
1.124264404800904060e+01 1.503013424408790044e+00 7.027087939648407611e-02
1.122468889169075013e+01 1.516294345076029337e+00 6.892716238784302174e-02
1.120634235023539382e+01 1.529450555766408870e+00 6.759429949773912427e-02
1.118760610350819107e+01 1.542478357810338707e+00 6.627218181044698675e-02
1.116848101204974419e+01 1.555375021951272085e+00 6.496219816595590058e-02
1.114896611409342420e+01 1.568138511122759704e+00 6.366302526048346622e-02
1.112906408667093672e+01 1.580764152216412866e+00 6.237705906318760651e-02
1.110878267782436701e+01 1.593244385427277088e+00 6.110471509608072366e-02
1.108812929223661392e+01 1.605572004163609234e+00 5.984645875152410505e-02
1.106711131586285646e+01 1.617740384329611425e+00 5.860353234505782938e-02
1.104573546249009475e+01 1.629743476663638058e+00 5.737604410332011740e-02
1.102400767357609546e+01 1.641575929521584820e+00 5.616548661737848225e-02
1.100193299566496918e+01 1.653233118103404564e+00 5.497081006568211442e-02
1.097951513527813994e+01 1.664711193303472614e+00 5.379364669614361549e-02
1.095675613109348845e+01 1.676007090088386331e+00 5.263336909748912718e-02
1.093365617378000287e+01 1.687118708827002767e+00 5.149086092100718659e-02
1.091021316977772138e+01 1.698044822031605561e+00 5.036539142265849395e-02
1.088642231160424423e+01 1.708785043835690853e+00 4.925702898814600383e-02
1.086228446479300835e+01 1.719336231471726206e+00 4.816600220250438075e-02
1.083780904972453740e+01 1.729691516605497581e+00 4.709273423753518317e-02
1.081300595551331334e+01 1.739844287119959976e+00 4.603750893182005643e-02
1.078788446056617367e+01 1.749788497858270508e+00 4.500099166320774974e-02
1.076245311406383287e+01 1.759518698895241817e+00 4.398305953381958372e-02
1.073671960592305297e+01 1.769030053757169041e+00 4.298404425230763909e-02
1.071069034805156406e+01 1.778318381237399937e+00 4.200405259131750890e-02
1.068437023827486598e+01 1.787380174039255420e+00 4.104332782990705031e-02
1.065776213564455865e+01 1.796212633185863883e+00 4.010139579979577623e-02
1.063086682532904703e+01 1.804813641137077207e+00 3.917845619569850640e-02
1.060368361997935871e+01 1.813181406927910633e+00 3.827404312635647454e-02
1.057621965613076753e+01 1.821311684501843775e+00 3.738833025270545118e-02
1.054848557793350849e+01 1.829199453289393373e+00 3.652136448925864809e-02
1.052049220069644697e+01 1.836840471624911819e+00 3.567335889338933697e-02
1.049224780289285874e+01 1.844230997542020134e+00 3.484442444894836344e-02
1.046376027991083291e+01 1.851368135260325731e+00 3.403399205831084823e-02
1.043503570602780606e+01 1.858249618455077190e+00 3.324220334789142195e-02
1.040607809822615692e+01 1.864873918102184724e+00 3.246874722430111854e-02
1.037688910335183046e+01 1.871240158486825012e+00 3.171360311084251565e-02
1.034746777160469478e+01 1.877348052126057709e+00 3.097602605385631896e-02
1.031781862045687959e+01 1.883196144960610940e+00 3.025625746779304556e-02
1.028795375503324649e+01 1.888781872861926781e+00 2.955379741921798642e-02
1.025788452475903689e+01 1.894103146974987384e+00 2.886881451422394773e-02
1.022762113954246033e+01 1.899158475464391094e+00 2.820110279262900282e-02
1.019717200196019036e+01 1.903946928665777083e+00 2.755036268311005995e-02
1.016654363086736090e+01 1.908468124881985029e+00 2.691662701600388077e-02
1.013574010232388289e+01 1.912721837048401596e+00 2.629631891196595669e-02
1.010476192944145879e+01 1.916709596083241873e+00 2.569773317685921515e-02
1.007361420694675935e+01 1.920430505118407183e+00 2.511241064297064021e-02
1.004230966837388905e+01 1.923884206462129987e+00 2.454259041967278565e-02
1.001086110817958463e+01 1.927070495236071102e+00 2.398846479880816993e-02
9.979279629789457928e+00 1.929989741736546360e+00 2.344898262444330972e-02
9.947574528168068753e+00 1.932642840177000609e+00 2.292545850411455838e-02
9.915752799408549478e+00 1.935031165271680065e+00 2.241631614536063535e-02
9.883818563379442423e+00 1.937156461678014807e+00 2.192162471782504313e-02
9.851775878908046735e+00 1.939020636968029399e+00 2.144088630443949026e-02
9.819633396618078436e+00 1.940625504051540107e+00 2.097389408762643029e-02
9.787398117826311861e+00 1.941973218339892782e+00 2.052047613151817412e-02
9.755073934588972762e+00 1.943066331989084849e+00 2.008021560895080840e-02
9.722660933550123730e+00 1.943907550199628131e+00 1.965268481065135520e-02
9.690154885196278656e+00 1.944499748657009031e+00 1.923737678854857761e-02
9.657550890202534433e+00 1.944845625670512668e+00 1.883407870314857471e-02
9.624873715573638577e+00 1.944947743429614517e+00 1.844229618672200283e-02
9.592165298432094644e+00 1.944809317289224904e+00 1.806278851354703799e-02
9.559471560353449249e+00 1.944434444347743707e+00 1.769531752735154992e-02
9.526842359205357269e+00 1.943828198029267096e+00 1.733997587117185740e-02
9.494331164788512467e+00 1.942996689202336036e+00 1.699694873834473388e-02
9.461956766173798883e+00 1.941945803821106153e+00 1.666604050781967869e-02
9.429614906913602823e+00 1.940676637232598534e+00 1.634561065367784796e-02
