# radius mass k_2
nan nan nan
9.667602035058944665e+00 1.209447587635237871e-178 0.000000000000000000e+00
9.667602035058942889e+00 4.022039663507212318e-177 0.000000000000000000e+00
9.667602035058944665e+00 1.337536510073559372e-175 0.000000000000000000e+00
9.667602035058941112e+00 4.448001674403834885e-174 0.000000000000000000e+00
9.667602035058942889e+00 1.479190941442784857e-172 0.000000000000000000e+00
9.667602035058944665e+00 4.919076028764422902e-171 0.000000000000000000e+00
9.667602035058944665e+00 1.635847563612345644e-169 0.000000000000000000e+00
9.667602035058942889e+00 5.440040437936548427e-168 0.000000000000000000e+00
9.667602035058944665e+00 1.809095213067043699e-166 0.000000000000000000e+00
9.667602035058941112e+00 6.016178606171754700e-165 0.000000000000000000e+00
9.667602035058941112e+00 2.000690995140839139e-163 0.000000000000000000e+00
9.667602035058941112e+00 6.653333818798812354e-162 0.000000000000000000e+00
9.667602035058946441e+00 2.212578104859154518e-160 0.000000000000000000e+00
9.667602035058942889e+00 7.357968205758281936e-159 0.000000000000000000e+00
9.667602035058941112e+00 2.446905535133465687e-157 0.000000000000000000e+00
9.667602035058941112e+00 8.137228281554056710e-156 0.000000000000000000e+00
9.667602035058941112e+00 2.706049872191211403e-154 0.000000000000000000e+00
9.667602035058944665e+00 8.999017426346035886e-153 0.000000000000000000e+00
9.667602035058942889e+00 2.992639399291798847e-151 0.000000000000000000e+00
9.667602035058942889e+00 9.952076043296006236e-150 0.000000000000000000e+00
9.667602035058942889e+00 3.309580753196603056e-148 0.000000000000000000e+00
9.667602035058946441e+00 1.100607020512857653e-146 0.000000000000000000e+00
9.667602035058942889e+00 3.660088403742021739e-145 0.000000000000000000e+00
9.667602035058944665e+00 1.217168968898963827e-143 0.000000000000000000e+00
9.667602035058944665e+00 4.047717255506452728e-142 0.000000000000000000e+00
9.667602035058944665e+00 1.346075639386909219e-140 0.000000000000000000e+00
9.667602035058942889e+00 4.476398702221233883e-139 0.000000000000000000e+00
9.667602035058944665e+00 1.488634424019041264e-137 0.000000000000000000e+00
9.667602035058944665e+00 4.950480499592291598e-136 0.000000000000000000e+00
9.667602035058941112e+00 1.646291176760298422e-134 0.000000000000000000e+00
9.667602035058941112e+00 5.474770860933639614e-133 0.000000000000000000e+00
9.667602035058942889e+00 1.820644877579522566e-131 0.000000000000000000e+00
9.667602035058944665e+00 6.054587222835951177e-130 0.000000000000000000e+00
9.667602035058942889e+00 2.013463849559930593e-128 0.000000000000000000e+00
