# radius mass k_2
2.739423444747475855e+01 1.342716934957825237e-01 1.410897371847515819e-03
2.623966809414860535e+01 1.370214704645077997e-01 1.675899900136141414e-03
2.518838868366318451e+01 1.398826972701306681e-01 1.980984483700744259e-03
2.422838405314555033e+01 1.428577296159830035e-01 2.329310169691520185e-03
2.334935716122358329e+01 1.459491178552652924e-01 2.724615593050411406e-03
2.254248671700765883e+01 1.491594877206981751e-01 3.170230889567877703e-03
2.180012885298314274e+01 1.524917083871869250e-01 3.669638016135914893e-03
2.111566853700853486e+01 1.559487174589523628e-01 4.225701529198287731e-03
2.048335350348981621e+01 1.595335091380783443e-01 4.841574347478557611e-03
1.989816929404558721e+01 1.632490389092973726e-01 5.520436459535232009e-03
1.935568948779904019e+01 1.670984473132996750e-01 6.264543907759203764e-03
1.885201787918990490e+01 1.710849295607699827e-01 7.076609646329894317e-03
1.838369601378902729e+01 1.752118244551597037e-01 7.957858118503637404e-03
1.794766912730111841e+01 1.794824137291805566e-01 8.911044336099188320e-03
1.754120600142086417e+01 1.839001037759009360e-01 9.937192997386840726e-03
1.716186011128254307e+01 1.884684489210234348e-01 1.103700393571018824e-02
1.680744983102428947e+01 1.931909386720406796e-01 1.221190800683924667e-02
1.647605968866737314e+01 1.980703642675325504e-01 1.346117809354853770e-02
1.616585920555144185e+01 2.031110806414316849e-01 1.478546994873111697e-02
1.587508312988899917e+01 2.083200504191064506e-01 1.618491426952239562e-02
1.560267158342113447e+01 2.136941675682697273e-01 1.765667144601284697e-02
1.534761056213577390e+01 2.192281091087833478e-01 1.919722934890285768e-02
1.510661564883177910e+01 2.249743696890496025e-01 2.081807702437817389e-02
1.487621877482962418e+01 2.310214630261504254e-01 2.254229734207213731e-02
1.465477883844844342e+01 2.374450143035531091e-01 2.438958221917879657e-02
1.444150721588965425e+01 2.443209111487579799e-01 2.637943293997772887e-02
1.423620740691694664e+01 2.517267324756741198e-01 2.853178567090995307e-02
1.403916405003668366e+01 2.597400477177209122e-01 3.086654987113500101e-02
1.385104459569590674e+01 2.684354934048089891e-01 3.340091888918654550e-02
1.367280172278899109e+01 2.778801628541530677e-01 3.614844472864875424e-02
1.350556612066072759e+01 2.881269512147615619e-01 3.911588402663756375e-02
1.335052331810856963e+01 2.992052308449090203e-01 4.230113778941630570e-02
1.320877168659456835e+01 3.111085595142093485e-01 4.568732649875378166e-02
1.308116563659432074e+01 3.237797170763749288e-01 4.924070806432977870e-02
1.296817428784491177e+01 3.370963409076460637e-01 5.290602048949404057e-02
1.286901131621973882e+01 3.510162849123863449e-01 5.664958074099559621e-02
1.278252568506554709e+01 3.655541843179266337e-01 6.045558459571379745e-02
1.270773359472492636e+01 3.807180509820436987e-01 6.430334449747016068e-02
1.264373634204105379e+01 3.965160061961414129e-01 6.817348214044979815e-02
1.258971136835482696e+01 4.129545851635326725e-01 7.204468686244350217e-02
1.254489796353330178e+01 4.300395746528158369e-01 7.589915573190451903e-02
1.250859070125192041e+01 4.477754483328692525e-01 7.971387169925893412e-02
1.248013262643910082e+01 4.661655623065220633e-01 8.346979406084210906e-02
1.245891014660514706e+01 4.852133029948960119e-01 8.714720890971620892e-02
1.244435258278859457e+01 5.049185380250371669e-01 9.072776479193803145e-02
1.243592434812477521e+01 5.252792547378291044e-01 9.419359641437417829e-02
1.243312141397210802e+01 5.462918665275574570e-01 9.752816251629291278e-02
1.243546914398303116e+01 5.679521149651708400e-01 1.007157272664041536e-01
1.244252198528093523e+01 5.902547394859153362e-01 1.037427860782629968e-01
1.245386093501869951e+01 6.131931016061369366e-01 1.065976019751892073e-01
1.246909018390705448e+01 6.367572798257127298e-01 1.092688683668008587e-01
1.248783178573261843e+01 6.609332197797400665e-01 1.117472461084235980e-01
1.250972268898516759e+01 6.857040347510162670e-01 1.140240452010001376e-01
1.253442603443129144e+01 7.110576332092233276e-01 1.160943707245307571e-01
1.256164459708642411e+01 7.369905580643504317e-01 1.179541322644254708e-01
1.259109868428852863e+01 7.634884382173920958e-01 1.196024299258136303e-01
