# radius mass k_2
1.455475297710671612e+01 2.596062427315558363e+00 4.089866112197581421e-02
1.452078091675061522e+01 2.613088758968339587e+00 3.963203877547981369e-02
1.448581877007607766e+01 2.629386976466273840e+00 3.840631342099891377e-02
1.444988006375648126e+01 2.644948691928748818e+00 3.722077817931999932e-02
1.441297545385698342e+01 2.659768823392394843e+00 3.607439302175165230e-02
1.437511241641621851e+01 2.673845039889532149e+00 3.496629866862388525e-02
1.433630872921521160e+01 2.687172595296454691e+00 3.389584903233516799e-02
1.429659036012344941e+01 2.699746199235549593e+00 3.286231867790642691e-02
1.425598158092796197e+01 2.711563516035518706e+00 3.186495266061854792e-02
1.421450315815471299e+01 2.722625044523032223e+00 3.090292554106629716e-02
1.417217075289759975e+01 2.732933935066027331e+00 2.997515699688930654e-02
1.412900425333394061e+01 2.742492941370497483e+00 2.908237651831011711e-02
1.408503582158247092e+01 2.751304651832659598e+00 2.821810142244649336e-02
1.404029688654515517e+01 2.759372053595187779e+00 2.738724695166192685e-02
1.399481314517305819e+01 2.766701701095039656e+00 2.658659650895240506e-02
1.394860450894931247e+01 2.773301714493906722e+00 2.581566701041995704e-02
1.390169973530127834e+01 2.779179659988994633e+00 2.507371966532569163e-02
1.385413610019904773e+01 2.784343357510092876e+00 2.436009740888393435e-02
1.380594586279939229e+01 2.788802513213474388e+00 2.367403663946036907e-02
1.375715375496905146e+01 2.792568394176679458e+00 2.301375649651181757e-02
1.370778724449690067e+01 2.795652580735815018e+00 2.238047800448497368e-02
1.365788630752743948e+01 2.798066697256280655e+00 2.177132778298094054e-02
1.360748607110818931e+01 2.799823558428344406e+00 2.118615168732932222e-02
1.355661311292467275e+01 2.800936840529119287e+00 2.062457607965293219e-02
1.350529919891988939e+01 2.801420409444348891e+00 2.008526801977818244e-02
1.345358527035478780e+01 2.801288586502701961e+00 1.956782695575354919e-02
1.340150501286697882e+01 2.800556339300168229e+00 1.907138712957382604e-02
1.334908524582729328e+01 2.799239063946478812e+00 1.859503865130569811e-02
1.329636515120635565e+01 2.797351697368126722e+00 1.813887082145874963e-02
1.324338207891324792e+01 2.794911142992555941e+00 1.770145579843626291e-02
1.319016407938863011e+01 2.791933204974313742e+00 1.728241529293268394e-02
1.313674628481092732e+01 2.788434418679158089e+00 1.688091032262381899e-02
1.308316836499903779e+01 2.784431860897294886e+00 1.649618425910236857e-02
1.302945989326618204e+01 2.779941912733208120e+00 1.612767687581168063e-02
1.297565541795456845e+01 2.774981311583914145e+00 1.577479600534055157e-02
1.292179227989748469e+01 2.769567298002875155e+00 1.543695942310843901e-02
1.286789744751538933e+01 2.763716420896272563e+00 1.511365003524461036e-02
1.281400549723104021e+01 2.757446164458042137e+00 1.480421907904678515e-02
1.276015188768595721e+01 2.750774049048009040e+00 1.450822386964301450e-02
1.270636596506303384e+01 2.743716478969633332e+00 1.422528836098308977e-02
1.265268531671626739e+01 2.736290762375190422e+00 1.395480634668436540e-02
1.259913889363284945e+01 2.728513166879358742e+00 1.369628990010424152e-02
1.254575699265878619e+01 2.720400348879460140e+00 1.344935475504341338e-02
1.249257186920824303e+01 2.711969160650365751e+00 1.321406256492499431e-02
1.243961103910014465e+01 2.703235558658318549e+00 1.298829977274455934e-02
1.238690880335849798e+01 2.694216340697626499e+00 1.277338838762766618e-02
1.233449215766005658e+01 2.684926977338008669e+00 1.256833068825725756e-02
1.228239270213216372e+01 2.675383527813427254e+00 1.237262631413827384e-02
1.223063519220147910e+01 2.665601044005801779e+00 1.218623781868299026e-02
1.217924857107343861e+01 2.655595206986755219e+00 1.200904082215120162e-02
1.212826039529581479e+01 2.645381112356369080e+00 1.184060476933164983e-02
1.207770014471070574e+01 2.634973883032108333e+00 1.168085605473350233e-02
1.202759246882435740e+01 2.624387612628933386e+00 1.152965399866092908e-02
1.197796315670216138e+01 2.613636749028916739e+00 1.138623690893247539e-02
1.192883637077509285e+01 2.602735192546439702e+00 1.125050492226080737e-02
1.188023825691049673e+01 2.591696925038665889e+00 1.112216376583509241e-02
1.183219046454556000e+01 2.580534976375661760e+00 1.100104156884761965e-02
1.178471741041120247e+01 2.569262893772137346e+00 1.088672362421003181e-02
1.173784279503139416e+01 2.557893728823317669e+00 1.077917806969764386e-02
1.169158944670330058e+01 2.546440077171034488e+00 1.067811440687126308e-02
1.164597801319269266e+01 2.534914164369728606e+00 1.058335400520899958e-02
1.160102743787489743e+01 2.523327639425492652e+00 1.049547799001844875e-02
1.155675778797155218e+01 2.511692335445411928e+00 1.041209631753536001e-02
1.151318789588080982e+01 2.500019646425438058e+00 1.033511392945978512e-02
1.147033631408917920e+01 2.488320765406577095e+00 1.026374190967463927e-02
1.142822340647230028e+01 2.476607101480629680e+00 1.019781382587078324e-02
1.138686820816302969e+01 2.464889514858250585e+00 1.013746720953248234e-02
1.134628640356680584e+01 2.453177949990386963e+00 1.008173727794787165e-02
1.130649375313302407e+01 2.441482443582239537e+00 1.003153478504319011e-02
1.126750768159346627e+01 2.429813203613630179e+00 9.986003795419752874e-03
1.122934321909947819e+01 2.418179697998115607e+00 9.945379764482209159e-03
1.119201330989690035e+01 2.406590855196197420e+00 9.909418030807007685e-03
1.115553176701689964e+01 2.395055732142028493e+00 9.878029138357847724e-03
1.111991233669177781e+01 2.383583326220128029e+00 9.851162991618216472e-03
1.108516681598555209e+01 2.372181898319026594e+00 9.828588289531871650e-03
1.105130752335534972e+01 2.360859955186282999e+00 9.810270399436040942e-03
1.101834619305709140e+01 2.349625623281117903e+00 9.796251170781859752e-03
1.098629225328426173e+01 2.338486358406020482e+00 9.786279030418308655e-03
1.095515561218039657e+01 2.327449867441623077e+00 9.780235819231694605e-03
1.092494493726450244e+01 2.316523178239284331e+00 9.778188213451680100e-03
1.089567437892763913e+01 2.305715562470018298e+00 9.779892630953676558e-03
1.086732557242476638e+01 2.295024100620900231e+00 9.785343637384412777e-03
