# radius mass k_2
2.722465305672167091e+01 1.536458937000185765e-01 -1.616267110025630121e-05
2.567234883431650871e+01 1.589532338972991510e-01 9.679119554926123416e-04
2.431366962847464563e+01 1.646796163082081266e-01 2.079641163656270521e-03
2.312071018176291304e+01 1.708479614134750246e-01 3.347270499055420533e-03
2.207056401486421393e+01 1.774825686007136527e-01 4.801396996289146978e-03
2.114428549169512550e+01 1.846090135531231191e-01 6.474399708515106433e-03
2.032609475466022175e+01 1.922539548330456927e-01 8.397576651813336290e-03
1.960276683613029292e+01 2.004448623708311172e-01 1.060174769008236789e-02
1.896314796407963499e+01 2.092096122416543802e-01 1.311686544619653644e-02
1.839777563217767309e+01 2.185759838587957027e-01 1.597105663809220491e-02
1.789857237301977833e+01 2.285709753232210706e-01 1.917464557076514406e-02
1.745860114740034774e+01 2.392198452849027268e-01 2.274934840341381881e-02
1.707186183461508477e+01 2.505450019464691702e-01 2.671477819908476756e-02
1.673312519549023492e+01 2.625644905815431862e-01 3.108110694383472983e-02
1.643779190352399766e+01 2.752902152250948364e-01 3.585094285625044230e-02
1.618177385365866172e+01 2.887257470519417613e-01 4.101652725003698124e-02
1.596139173977370795e+01 3.028637680143148603e-01 4.655839593175552238e-02
1.577328637366483477e+01 3.176831611829759039e-01 5.244306171682899115e-02
1.561434144379192723e+01 3.331458335946136384e-01 5.862402192880035445e-02
1.548161987942431317e+01 3.491931522519395314e-01 6.504068055395381687e-02
1.537228199922585681e+01 3.657493795596052366e-01 7.161941988418019100e-02
1.528353523914905665e+01 3.827337417072792514e-01 7.828250685760607119e-02
1.521270720277072108e+01 4.000631472834579871e-01 8.495219901616180014e-02
1.515728328246460777e+01 4.176541640251585918e-01 9.155399961979039658e-02
1.511494008530145017e+01 4.354248486535257090e-01 9.801674848344678337e-02
1.508355932245654785e+01 4.532967156307227130e-01 1.042784834757565504e-01
1.506123395649742136e+01 4.711966826234892936e-01 1.102836663547410584e-01
1.504626705309277845e+01 4.890587607365212697e-01 1.159883311048086757e-01
1.503716654283258336e+01 5.068256297954403244e-01 1.213585226567429620e-01
1.503263576090379416e+01 5.244498374679570363e-01 1.263691327463745129e-01
1.503156214599753326e+01 5.418948025937254664e-01 1.310055786744426243e-01
1.503300368691253652e+01 5.591355444070732483e-01 1.352609274518865035e-01
1.503617491330040679e+01 5.761591900688950441e-01 1.391371961417160741e-01
1.504043242243741219e+01 5.929653788650841584e-01 1.426403405155481641e-01
1.504526098529501077e+01 6.095666276592411892e-01 1.457819704764410640e-01
1.505025987609815630e+01 6.259887455394456124e-01 1.485783969407873384e-01
1.505513166045214035e+01 6.422714983675023026e-01 1.510476138160874449e-01
1.505967175393628388e+01 6.584695965632053616e-01 1.532095269572215923e-01
1.506376070952147472e+01 6.746523579760251854e-01 1.550846480149442042e-01
1.506734851733746261e+01 6.908816315496756344e-01 1.567035291564189137e-01
1.507043433742919980e+01 7.072067666362501503e-01 1.580891391660323997e-01
1.507305238388935642e+01 7.236736517925294043e-01 1.592601882962561555e-01
1.507526103305691123e+01 7.403250934262716187e-01 1.602322299442665576e-01
1.507713713319463622e+01 7.572006603254405332e-01 1.610219833273489332e-01
1.507876803015743938e+01 7.743368611764932519e-01 1.616430825540271232e-01
1.508024753089691572e+01 7.917669796254889203e-01 1.621082622135371909e-01
1.508167137997891949e+01 8.095209530897252703e-01 1.624280056859624122e-01
1.508313295361275763e+01 8.276252133604329320e-01 1.626112822881741471e-01
1.508471986705544765e+01 8.461025323639770335e-01 1.626663712907228665e-01
1.508651018202728444e+01 8.649717762743064364e-01 1.625991636968496523e-01
1.508856907008998327e+01 8.842476964158496600e-01 1.624150973740026982e-01
1.509094557244575086e+01 9.039406832602692177e-01 1.621182728553137720e-01
1.509366926498151251e+01 9.240564973445956065e-01 1.617103208733744468e-01
1.509674705126372096e+01 9.445959559610829226e-01 1.611942093460730085e-01
1.510015955509480712e+01 9.655492879918596838e-01 1.605688930631339606e-01
1.510386299888196859e+01 9.868895017650882728e-01 1.598365528572832095e-01
1.510779988614670266e+01 1.008587808342375824e+00 1.589991052044250619e-01
1.511190504487220032e+01 1.030616926018461221e+00 1.580585251966430405e-01
1.511610953550203185e+01 1.052951645930141122e+00 1.570174015906460330e-01
1.512034358376099341e+01 1.075569373922702798e+00 1.558792589024309283e-01
1.512453912776671494e+01 1.098450728968343837e+00 1.546483102315173719e-01
1.512863177692191563e+01 1.121580076872791931e+00 1.533303674936230820e-01
1.513256238193638126e+01 1.144946161633898063e+00 1.519302403297414783e-01
1.513627833295046798e+01 1.168542744893572349e+00 1.504538512476193135e-01
1.513973460512905689e+01 1.192369310102140867e+00 1.489020868200057190e-01
1.514289455238886362e+01 1.216431829475034254e+00 1.472720547187579554e-01
1.514573058785889437e+01 1.240743684157410431e+00 1.455669413758700070e-01
1.514822479093033714e+01 1.265326538385922683e+00 1.437931726661939302e-01
1.515036828265573199e+01 1.290200311368800978e+00 1.419469812852806601e-01
1.515215812518454719e+01 1.315366990856129625e+00 1.400409927203340454e-01
1.515359625823543155e+01 1.340825299634385681e+00 1.380782710887795695e-01
1.515468741745450920e+01 1.366572987585045418e+00 1.360634612222048345e-01
1.515543775166080209e+01 1.392606827465420860e+00 1.340023156530619208e-01
1.515585362721641438e+01 1.418922672596584000e+00 1.318997142453028626e-01
1.515594054538899016e+01 1.445515542872052750e+00 1.297595599540090905e-01
1.515570229240490185e+01 1.472379782227739353e+00 1.275863447817024154e-01
1.515513988679577828e+01 1.499509214358379472e+00 1.253841046135653614e-01
1.515425109768958478e+01 1.526897437188179385e+00 1.231553673623630718e-01
1.515302925685552360e+01 1.554538045830950566e+00 1.209030320548441922e-01
1.515146266778771000e+01 1.582425019647854647e+00 1.186308001268889939e-01
1.514953368752701124e+01 1.610552626598952264e+00 1.163347962795295565e-01
1.514721912458340825e+01 1.638904688994943681e+00 1.140208153344939024e-01
1.514449259836556827e+01 1.667450699694605465e+00 1.116889576659699235e-01
1.514132580360392311e+01 1.696159439428102322e+00 1.093394416370235822e-01
1.513768933716927201e+01 1.725000207739267655e+00 1.069724358371836881e-01
1.513355320600129517e+01 1.753943201419849940e+00 1.045842503172862425e-01
1.512888717473482281e+01 1.782959921167653894e+00 1.021760931572919112e-01
1.512366138787596981e+01 1.812023496542674028e+00 9.977879997679452162e-02
1.511784587101645450e+01 1.841109137472994428e+00 9.740499892669955695e-02
1.511141088701909752e+01 1.870194564952985194e+00 9.506350346657850559e-02
1.510432645221918868e+01 1.899260411598993059e+00 9.275772334511911410e-02
1.509656209362162294e+01 1.928290714353099622e+00 9.046985495053821991e-02
1.508808752804764097e+01 1.957269550605764463e+00 8.819955861661453456e-02
1.507887709710215063e+01 1.986166462855631254e+00 8.594925683680375295e-02
1.506890782276583707e+01 2.014946908273762549e+00 8.372203740122610705e-02
1.505815789089468737e+01 2.043577184975460703e+00 8.152037963301006496e-02
1.504660632755376604e+01 2.072024689098042494e+00 7.934663500163612049e-02
1.503423273085197032e+01 2.100258231486226368e+00 7.720261583729699784e-02
1.502101686249890200e+01 2.128248327728312184e+00 7.508990328354928079e-02
1.500693792663993698e+01 2.155967521347661009e+00 7.301008315201559795e-02
1.499197448148952105e+01 2.183390738931753283e+00 7.096393443824262903e-02
1.497610282871906051e+01 2.210495536374386116e+00 6.895201920796374673e-02
1.495930011654616187e+01 2.237257759263519663e+00 6.697471683703767886e-02
1.494155021601764055e+01 2.263642892238809878e+00 6.503346370794460540e-02
1.492283961373404644e+01 2.289616446036263131e+00 6.312860248196422441e-02
1.490315587346527870e+01 2.315146485410295885e+00 6.126414561421276300e-02
1.488248739762511086e+01 2.340203879004624010e+00 5.944097845755604015e-02
1.486082287439745642e+01 2.364762573405085888e+00 5.765991609868655055e-02
1.483815070689430371e+01 2.388799820964191412e+00 5.592111094867044385e-02
1.481445810304862931e+01 2.412296429221063576e+00 5.422499074560165749e-02
1.478973163215601971e+01 2.435235408194749152e+00 5.257108860918638382e-02
1.476396752651059430e+01 2.457592820027870495e+00 5.096005703358166827e-02
1.473716762373593880e+01 2.479343366264221249e+00 4.939266483210748293e-02
1.470933537181247530e+01 2.500464290390392641e+00 4.786801235008104893e-02
1.468047325514070955e+01 2.520936748820004958e+00 4.638775568598484805e-02
1.465058352710942557e+01 2.540744719808603058e+00 4.495080306874873338e-02
1.461966634101707996e+01 2.559875702552552035e+00 4.355723536192276923e-02
1.458771991103048471e+01 2.578319726904123588e+00 4.220665501752995930e-02
